,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,74000000.0,65000000.0,58000000.0,50000000.0,44000000.0
Capital Surplus,4209000000.0,6072000000.0,6080000000.0,6914000000.0,8529000000.0
Total Liab,18048000000.0,18951000000.0,27170000000.0,25123000000.0,28264000000.0
Total Stockholder Equity,4688000000.0,6318000000.0,6619000000.0,5985000000.0,8625000000.0
Deferred Long Term Liab,2347000000.0,1967000000.0,2117000000.0,2094000000.0,2321000000.0
Other Current Liab,1357000000.0,1459000000.0,2061000000.0,1902000000.0,2402000000.0
Total Assets,22736000000.0,27009000000.0,35529000000.0,33471000000.0,37679000000.0
Common Stock,4000000.0,5000000.0,5000000.0,6000000.0,6000000.0
Other Current Assets,275000000.0,223000000.0,1044000000.0,38000000.0,3766000000.0
Retained Earnings,543000000.0,349000000.0,632000000.0,-845000000.0,154000000.0
Other Liab,6784000000.0,6967000000.0,8914000000.0,8731000000.0,8390000000.0
Good Will,867000000.0,867000000.0,4882000000.0,4697000000.0,4294000000.0
Treasury Stock,-68000000.0,-108000000.0,-98000000.0,-90000000.0,-64000000.0
Other Assets,2508000000.0,2163000000.0,3226000000.0,3048000000.0,2480000000.0
Cash,260000000.0,4231000000.0,241000000.0,147000000.0,230000000.0
Total Current Liabilities,3069000000.0,3302000000.0,3978000000.0,4825000000.0,4287000000.0
Short Long Term Debt,606000000.0,482000000.0,868000000.0,1895000000.0,540000000.0
Other Stockholder Equity,-68000000.0,-108000000.0,-98000000.0,-90000000.0,-64000000.0
Property Plant Equipment,13057000000.0,14044000000.0,20655000000.0,22393000000.0,23506000000.0
Total Current Assets,3395000000.0,7025000000.0,3937000000.0,2920000000.0,7355000000.0
Net Tangible Assets,3747000000.0,5386000000.0,1679000000.0,1238000000.0,4287000000.0
Short Term Investments,960000000.0,540000000.0,871000000.0,914000000.0,1481000000.0
Net Receivables,1427000000.0,1568000000.0,1277000000.0,1263000000.0,1204000000.0
Long Term Debt,8195000000.0,8682000000.0,14254000000.0,11541000000.0,15570000000.0
Inventory,397000000.0,394000000.0,472000000.0,500000000.0,608000000.0
Accounts Payable,963000000.0,1240000000.0,884000000.0,853000000.0,1196000000.0
Long Term Investments,2835000000.0,2845000000.0,2771000000.0,363000000.0,
