,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,,52000000.0,50000000.0,49000000.0,47000000.0,45000000.0,44000000.0
Capital Surplus,6801000000.0,6805000000.0,6914000000.0,6916000000.0,7553000000.0,8517000000.0,8529000000.0
Total Liab,23756000000.0,24317000000.0,25123000000.0,27190000000.0,27596000000.0,28295000000.0,28264000000.0
Total Stockholder Equity,5951000000.0,5932000000.0,5985000000.0,6353000000.0,7131000000.0,8075000000.0,8625000000.0
Deferred Long Term Liab,2149000000.0,2150000000.0,2094000000.0,3795000000.0,3427000000.0,2307000000.0,2321000000.0
Other Current Liab,1531000000.0,1680000000.0,1902000000.0,1622000000.0,2124000000.0,2378000000.0,2402000000.0
Total Assets,32148000000.0,32705000000.0,33471000000.0,35906000000.0,36466000000.0,37160000000.0,37679000000.0
Common Stock,5000000.0,5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,26000000.0,23000000.0,53000000.0,21000000.0,2219000000.0,4619000000.0,3766000000.0
Retained Earnings,-771000000.0,-796000000.0,-845000000.0,-482000000.0,-343000000.0,-368000000.0,154000000.0
Other Liab,8483000000.0,8517000000.0,8731000000.0,8807000000.0,8360000000.0,8381000000.0,8390000000.0
Good Will,4697000000.0,4697000000.0,4697000000.0,4697000000.0,4294000000.0,4294000000.0,4294000000.0
Treasury Stock,-84000000.0,-82000000.0,-90000000.0,-87000000.0,-85000000.0,-80000000.0,-64000000.0
Other Assets,2384000000.0,2324000000.0,2265000000.0,3986000000.0,3605000000.0,2499000000.0,2480000000.0
Cash,168000000.0,185000000.0,147000000.0,146000000.0,136000000.0,133000000.0,230000000.0
Total Current Liabilities,4309000000.0,3830000000.0,4825000000.0,4326000000.0,3369000000.0,4507000000.0,4287000000.0
Short Long Term Debt,1930000000.0,1338000000.0,1895000000.0,1788000000.0,290000000.0,1091000000.0,540000000.0
Other Stockholder Equity,-84000000.0,-82000000.0,-90000000.0,-87000000.0,-85000000.0,-80000000.0,-64000000.0
Property Plant Equipment,21348000000.0,21735000000.0,22393000000.0,22739000000.0,22096000000.0,22614000000.0,23506000000.0
Total Current Assets,2501000000.0,2785000000.0,2920000000.0,3219000000.0,5179000000.0,7708000000.0,7355000000.0
Net Tangible Assets,1254000000.0,1183000000.0,1238000000.0,1607000000.0,2790000000.0,3736000000.0,4287000000.0
Short Term Investments,801000000.0,880000000.0,914000000.0,891000000.0,965000000.0,1316000000.0,1481000000.0
Net Receivables,1010000000.0,1117000000.0,1263000000.0,1202000000.0,999000000.0,957000000.0,1204000000.0
Long Term Debt,10964000000.0,11970000000.0,11541000000.0,14057000000.0,15867000000.0,15407000000.0,15570000000.0
Inventory,462000000.0,534000000.0,500000000.0,377000000.0,440000000.0,593000000.0,608000000.0
Accounts Payable,670000000.0,658000000.0,853000000.0,797000000.0,797000000.0,905000000.0,1196000000.0
Long Term Investments,1218000000.0,1112000000.0,1146000000.0,1216000000.0,1245000000.0,,
