,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,148200000.0,155400000.0,107200000.0,153400000.0,230800000.0
Total Cashflows From Investing Activities,-209600000.0,-1335100000.0,-1296000000.0,-6073900000.0,-142900000.0
Net Borrowings,-1060000000.0,-205000000.0,335000000.0,4320000000.0,-1650000000.0
Total Cash From Financing Activities,-1170000000.0,-388100000.0,177000000.0,4136900000.0,-1813500000.0
Issuance Of Stock,32700000.0,16000000.0,41700000.0,74900000.0,79400000.0
Net Income,971800000.0,944400000.0,1767900000.0,949700000.0,1152600000.0
Change In Cash,-85900000.0,-306900000.0,345300000.0,-401400000.0,43200000.0
Effect Of Exchange Rate,59200000.0,-13800000.0,2500000.0,10500000.0,-12300000.0
Total Cash From Operating Activities,1234500000.0,1430100000.0,1461800000.0,1525100000.0,2011900000.0
Depreciation,345000000.0,367000000.0,408800000.0,512900000.0,634100000.0
Other Cashflows From Investing Activities,-6900000.0,-700000.0,-12300000.0,-5500000.0,109600000.0
Dividends Paid,-142800000.0,-170100000.0,-191700000.0,-214100000.0,-236400000.0
Change To Inventory,-15300000.0,-21800000.0,-14100000.0,100000.0,-13900000.0
Change To Account Receivables,-20200000.0,-97500000.0,-24400000.0,55200000.0,-119600000.0
Other Cashflows From Financing Activities,100000.0,-29000000.0,-8000000.0,-43900000.0,-6500000.0
Change To Netincome,73700000.0,397900000.0,-790900000.0,-157100000.0,114400000.0
Capital Expenditures,-48800000.0,-49100000.0,-43000000.0,-28300000.0,-32900000.0
Change To Operating Activities,-18900000.0,,,,
