,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Investments,75741000.0,-330172000.0,-330172000.0,-330172000.0
Change To Liabilities,14008000.0,-1743000.0,-8264000.0,4789000.0
Total Cashflows From Investing Activities,-455288000.0,-551663000.0,-473639000.0,-580391000.0
Total Cash From Financing Activities,-696184000.0,-383502000.0,-296960000.0,-256905000.0
Change To Operating Activities,-1716000.0,58088000.0,13005000.0,48701000.0
Net Income,1034375000.0,672682000.0,615518000.0,605668000.0
Change In Cash,61134000.0,-2141000.0,213289000.0,62820000.0
Repurchase Of Stock,-536465000.0,-364057000.0,-240960000.0,-163265000.0
Total Cash From Operating Activities,1212606000.0,933024000.0,983888000.0,900116000.0
Depreciation,259899000.0,261267000.0,253681000.0,230357000.0
Other Cashflows From Investing Activities,-500000.0,-100000.0,-100000.0,918000.0
Dividends Paid,-92366000.0,-71023000.0,-54552000.0,-42566000.0
Change To Account Receivables,-125562000.0,-49045000.0,30330000.0,-34666000.0
Other Cashflows From Financing Activities,-67353000.0,-3345000.0,-1448000.0,-1074000.0
Change To Netincome,59531000.0,-16975000.0,47006000.0,63080000.0
Capital Expenditures,-550077000.0,-225081000.0,-479325000.0,-588292000.0
Net Borrowings,,54923000.0,54923000.0,-50000000.0
