,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,111000000.0,-229000000.0,69000000.0,4000000.0
Change To Liabilities,8000000.0,1000000.0,-18000000.0,2000000.0
Total Cashflows From Investing Activities,92000000.0,-1755000000.0,-594000000.0,-9830000000.0
Net Borrowings,-275000000.0,1330000000.0,370000000.0,8696000000.0
Total Cash From Financing Activities,-1971000000.0,-463000000.0,-1753000000.0,6744000000.0
Change To Operating Activities,-112000000.0,-53000000.0,19000000.0,18000000.0
Net Income,2526000000.0,1988000000.0,1933000000.0,2089000000.0
Change In Cash,218000000.0,304000000.0,316000000.0,-197000000.0
Repurchase Of Stock,-1037000000.0,-1278000000.0,-1525000000.0,-1321000000.0
Effect Of Exchange Rate,12000000.0,-11000000.0,4000000.0,8000000.0
Total Cash From Operating Activities,2085000000.0,2533000000.0,2659000000.0,2881000000.0
Depreciation,394000000.0,422000000.0,456000000.0,561000000.0
Other Cashflows From Investing Activities,-6000000.0,-6000000.0,-6000000.0,22000000.0
Dividends Paid,-476000000.0,-555000000.0,-621000000.0,-669000000.0
Change To Account Receivables,-135000000.0,-44000000.0,-30000000.0,-149000000.0
Other Cashflows From Financing Activities,-183000000.0,40000000.0,23000000.0,38000000.0
Change To Netincome,-731000000.0,59000000.0,124000000.0,181000000.0
Capital Expenditures,-220000000.0,-134000000.0,-153000000.0,-207000000.0
