,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,106165000.0,185901000.0,334010000.0,312743000.0
Total Cashflows From Investing Activities,-22182000.0,-8004000.0,-9571000.0,-8425000.0
Total Cash From Financing Activities,-97783000.0,121430000.0,-93947000.0,-67515000.0
Change To Operating Activities,13728000.0,-98859000.0,-76948000.0,-72746000.0
Issuance Of Stock,29187000.0,121430000.0,12329000.0,19757000.0
Net Income,183869000.0,191307000.0,198620000.0,287220000.0
Change In Cash,68482000.0,285055000.0,62281000.0,265602000.0
Repurchase Of Stock,-40155000.0,-18162000.0,-18162000.0,-87272000.0
Effect Of Exchange Rate,1726000.0,10030000.0,24107000.0,-14202000.0
Total Cash From Operating Activities,186721000.0,161599000.0,141692000.0,355744000.0
Depreciation,14109000.0,15851000.0,14339000.0,12987000.0
Other Cashflows From Investing Activities,-68000.0,1174000.0,553000.0,-34000.0
Change To Account Receivables,-185055000.0,-106065000.0,-372753000.0,-252914000.0
Change To Netincome,33751000.0,14750000.0,25278000.0,21816000.0
Capital Expenditures,-22114000.0,-9178000.0,-10124000.0,-8391000.0
Dividends Paid,-86815000.0,-88114000.0,-88114000.0,
