,2017-09-30,2018-09-30,2019-09-30,2020-09-30,2021-09-30
Investments,14277000.0,-7171000.0,-8551000.0,-1827000.0,-4000000.0
Change To Liabilities,26123000.0,61392000.0,62075000.0,11911000.0,100573000.0
Total Cashflows From Investing Activities,-16127000.0,-49212000.0,-150024000.0,-525972000.0,-747293000.0
Net Borrowings,-40000000.0,-70000000.0,25000000.0,344875000.0,432000000.0
Total Cash From Financing Activities,-118105000.0,-210846000.0,-122960000.0,297410000.0,429698000.0
Issuance Of Stock,10778000.0,1015654000.0,12975000.0,18382000.0,21575000.0
Net Income,6239000.0,51987000.0,-27460000.0,130695000.0,476923000.0
Change In Cash,2037000.0,-20116000.0,9596000.0,5271000.0,51087000.0
Repurchase Of Stock,-77645000.0,-1145374000.0,-159360000.0,-33740000.0,-82957000.0
Effect Of Exchange Rate,1066000.0,-7810000.0,-2565000.0,25000.0,-127000.0
Total Cash From Operating Activities,135203000.0,247752000.0,285145000.0,233808000.0,368809000.0
Depreciation,60121000.0,55902000.0,48617000.0,92113000.0,122534000.0
Change To Account Receivables,12832000.0,20396000.0,29446000.0,-32365000.0,-119418000.0
Other Cashflows From Financing Activities,-11238000.0,-11126000.0,-1575000.0,-32107000.0,59080000.0
Change To Netincome,50691000.0,31717000.0,85860000.0,87341000.0,-67677000.0
Capital Expenditures,-25444000.0,-36041000.0,-64411000.0,-20196000.0,-24713000.0
Change To Operating Activities,-46626000.0,-10671000.0,59068000.0,-56662000.0,
Other Cashflows From Investing Activities,9675000.0,9675000.0,9675000.0,-9421000.0,
