,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,126700000.0,127500000.0,173100000.0,181500000.0,209600000.0,228100000.0,259500000.0
Capital Surplus,5026600000.0,5045100000.0,2741400000.0,2757300000.0,2787100000.0,2801000000.0,2789500000.0
Total Liab,14595400000.0,14736000000.0,14945200000.0,14614300000.0,15138700000.0,15550000000.0,15975300000.0
Total Stockholder Equity,8227100000.0,8370100000.0,8483900000.0,8632900000.0,8778300000.0,8873300000.0,8978900000.0
Minority Interest,3800000.0,4000000.0,4900000.0,5400000.0,5100000.0,5600000.0,800000.0
Deferred Long Term Liab,112500000.0,112700000.0,114500000.0,113300000.0,114600000.0,123400000.0,128600000.0
Other Current Liab,507000000.0,477000000.0,481100000.0,494900000.0,502000000.0,527600000.0,527200000.0
Total Assets,22826300000.0,23110100000.0,23434000000.0,23252600000.0,23922100000.0,24428900000.0,24955000000.0
Common Stock,3500000.0,3500000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0
Other Current Assets,13600000.0,19200000.0,18500000.0,18300000.0,16600000.0,19200000.0,15900000.0
Retained Earnings,5529200000.0,5652800000.0,5751800000.0,5911200000.0,6106000000.0,6309400000.0,6475600000.0
Other Liab,3579200000.0,3623300000.0,3587500000.0,3603400000.0,3714400000.0,3673400000.0,3723800000.0
Good Will,11673500000.0,11712100000.0,12046400000.0,12047200000.0,12476000000.0,12736300000.0,12826000000.0
Treasury Stock,-2332200000.0,-2331300000.0,-12500000.0,-38800000.0,-118000000.0,-240300000.0,-289400000.0
Other Assets,534100000.0,532100000.0,528500000.0,516700000.0,541500000.0,554600000.0,524000000.0
Cash,269700000.0,406400000.0,38200000.0,23200000.0,34000000.0,40100000.0,29000000.0
Total Current Liabilities,2066100000.0,2190800000.0,2282000000.0,2148800000.0,2314800000.0,2333400000.0,2415600000.0
Other Stockholder Equity,-16500000.0,-15500000.0,-12400000.0,-11300000.0,-10800000.0,-9600000.0,-14600000.0
Property Plant Equipment,8730400000.0,8759500000.0,8945000000.0,8900000000.0,9036300000.0,9182900000.0,9487400000.0
Total Current Assets,1568800000.0,1774300000.0,1521800000.0,1443100000.0,1480900000.0,1569400000.0,1710800000.0
Long Term Investments,192800000.0,204600000.0,219200000.0,164100000.0,177800000.0,157600000.0,147300000.0
Net Tangible Assets,-3573100000.0,-3469500000.0,-3735600000.0,-3595800000.0,-3907300000.0,-4091100000.0,-4106600000.0
Net Receivables,1161200000.0,1199200000.0,1328300000.0,1259200000.0,1299600000.0,1342400000.0,1508400000.0
Long Term Debt,8600500000.0,8494600000.0,8668400000.0,8447500000.0,8657600000.0,9068800000.0,9355700000.0
Inventory,58500000.0,58800000.0,59100000.0,61100000.0,63900000.0,68200000.0,72200000.0
Accounts Payable,657400000.0,646300000.0,779000000.0,678300000.0,728100000.0,815000000.0,910000000.0
Short Long Term Debt,60000000.0,184300000.0,162300000.0,168700000.0,135200000.0,8000000.0,
