,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,185000000.0,228000000.0,158000000.0,163000000.0,122000000.0,133000000.0,20000000.0,22000000.0
Total Liab,33289000000.0,33740000000.0,34066000000.0,33929000000.0,33414000000.0,35357000000.0,34561000000.0,34176000000.0
Total Stockholder Equity,15491000000.0,15836000000.0,15984000000.0,16277000000.0,15878000000.0,14069000000.0,14438000000.0,13598000000.0
Deferred Long Term Liab,3606000000.0,3669000000.0,3872000000.0,3832000000.0,3945000000.0,3983000000.0,3605000000.0,3671000000.0
Other Current Liab,1262000000.0,1362000000.0,1283000000.0,1295000000.0,1336000000.0,1365000000.0,1383000000.0,1816000000.0
Total Assets,48780000000.0,49576000000.0,50050000000.0,50206000000.0,49292000000.0,49426000000.0,48999000000.0,47774000000.0
Common Stock,5003000000.0,5016000000.0,5031000000.0,5013000000.0,5026000000.0,5039000000.0,5045000000.0,4978000000.0
Other Current Assets,642000000.0,436000000.0,456000000.0,308000000.0,398000000.0,2530000000.0,2540000000.0,553000000.0
Retained Earnings,11808000000.0,12135000000.0,12318000000.0,12708000000.0,12273000000.0,10452000000.0,10639000000.0,10366000000.0
Other Liab,13663000000.0,13428000000.0,13796000000.0,13793000000.0,13368000000.0,12631000000.0,12079000000.0,11732000000.0
Treasury Stock,-1320000000.0,-1315000000.0,-1365000000.0,-1444000000.0,-1421000000.0,-1422000000.0,-1246000000.0,-1746000000.0
Other Assets,7250000000.0,7398000000.0,7979000000.0,7895000000.0,8118000000.0,8115000000.0,7710000000.0,7561000000.0
Cash,431000000.0,966000000.0,543000000.0,803000000.0,107000000.0,1811000000.0,818000000.0,1603000000.0
Total Current Liabilities,5783000000.0,5260000000.0,5522000000.0,4546000000.0,4492000000.0,8105000000.0,7072000000.0,5292000000.0
Short Long Term Debt,2099000000.0,2095000000.0,1684000000.0,1429000000.0,345000000.0,1650000000.0,700000000.0,700000000.0
Other Stockholder Equity,-455000000.0,-452000000.0,-504000000.0,-542000000.0,-522000000.0,-524000000.0,-350000000.0,-410000000.0
Property Plant Equipment,36824000000.0,37319000000.0,37847000000.0,38041000000.0,37258000000.0,33785000000.0,34567000000.0,34929000000.0
Total Current Assets,3742000000.0,4023000000.0,3630000000.0,3595000000.0,3201000000.0,6815000000.0,6250000000.0,4728000000.0
Long Term Investments,779000000.0,608000000.0,436000000.0,512000000.0,593000000.0,578000000.0,452000000.0,534000000.0
Net Tangible Assets,15306000000.0,15608000000.0,15826000000.0,16114000000.0,15756000000.0,13936000000.0,14418000000.0,13576000000.0
Net Receivables,1585000000.0,1576000000.0,1702000000.0,1670000000.0,1624000000.0,1616000000.0,2085000000.0,1934000000.0
Long Term Debt,13580000000.0,14792000000.0,14496000000.0,15346000000.0,15350000000.0,14425000000.0,15219000000.0,16968000000.0
Inventory,816000000.0,917000000.0,878000000.0,738000000.0,819000000.0,719000000.0,744000000.0,538000000.0
Accounts Payable,1135000000.0,1332000000.0,1332000000.0,984000000.0,1146000000.0,1168000000.0,1315000000.0,956000000.0
