,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,114000000.0,143000000.0,149000000.0,158000000.0
Total Liab,28869000000.0,30949000000.0,32641000000.0,34066000000.0
Total Stockholder Equity,13847000000.0,14377000000.0,15089000000.0,15984000000.0
Deferred Long Term Liab,3222000000.0,3399000000.0,3677000000.0,3872000000.0
Other Current Liab,829000000.0,1064000000.0,1055000000.0,1283000000.0
Total Assets,42716000000.0,45326000000.0,47730000000.0,50050000000.0
Common Stock,4961000000.0,4980000000.0,5003000000.0,5031000000.0
Other Current Assets,244000000.0,417000000.0,535000000.0,456000000.0
Retained Earnings,9878000000.0,10582000000.0,11406000000.0,12318000000.0
Other Liab,12633000000.0,12846000000.0,13578000000.0,13796000000.0
Treasury Stock,-992000000.0,-1185000000.0,-1320000000.0,-1365000000.0
Other Assets,6675000000.0,6522000000.0,7523000000.0,7979000000.0
Cash,313000000.0,177000000.0,147000000.0,543000000.0
Total Current Liabilities,4168000000.0,4935000000.0,5047000000.0,5522000000.0
Short Long Term Debt,1000000000.0,1294000000.0,1370000000.0,1684000000.0
Other Stockholder Equity,-229000000.0,-377000000.0,-489000000.0,-504000000.0
Property Plant Equipment,31797000000.0,34363000000.0,36126000000.0,37847000000.0
Total Current Assets,3312000000.0,3507000000.0,3231000000.0,3630000000.0
Long Term Investments,802000000.0,775000000.0,701000000.0,436000000.0
Net Tangible Assets,13717000000.0,14218000000.0,14940000000.0,15826000000.0
Net Receivables,1771000000.0,1917000000.0,1573000000.0,1702000000.0
Long Term Debt,12068000000.0,13168000000.0,13743000000.0,14496000000.0
Inventory,866000000.0,902000000.0,897000000.0,878000000.0
Accounts Payable,1694000000.0,1451000000.0,1358000000.0,1332000000.0
Good Will,16000000.0,16000000.0,,
