,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,-257000000.0,-161000000.0,148000000.0,-127000000.0,71000000.0,225000000.0,72000000.0,0.0
Total Cashflows From Investing Activities,-570000000.0,-426000000.0,107000000.0,-385000000.0,-60000000.0,-370000000.0,-510000000.0,-522000000.0
Net Borrowings,10000000.0,71000000.0,5000000.0,-15000000.0,-69000000.0,287000000.0,-53000000.0,-506000000.0
Total Cash From Financing Activities,-130000000.0,-71000000.0,-139000000.0,-79000000.0,-161000000.0,-256000000.0,-95000000.0,-665000000.0
Change To Operating Activities,-18000000.0,-31000000.0,-2000000.0,-14000000.0,-37000000.0,-74000000.0,-51000000.0,-1108000000.0
Issuance Of Stock,70000000.0,70000000.0,70000000.0,70000000.0,75000000.0,110000000.0,110000000.0,33000000.0
Net Income,-320000000.0,-243000000.0,-97000000.0,252000000.0,-73000000.0,115000000.0,265000000.0,417000000.0
Change In Cash,-434000000.0,-361000000.0,454000000.0,127000000.0,564000000.0,-11000000.0,294000000.0,-1343000000.0
Total Cash From Operating Activities,266000000.0,136000000.0,486000000.0,591000000.0,785000000.0,615000000.0,899000000.0,-156000000.0
Depreciation,515000000.0,528000000.0,614000000.0,400000000.0,538000000.0,207000000.0,403000000.0,343000000.0
Dividends Paid,-76000000.0,-76000000.0,-76000000.0,-80000000.0,-77000000.0,-77000000.0,-77000000.0,-119000000.0
Other Cashflows From Financing Activities,-64000000.0,-66000000.0,-68000000.0,-54000000.0,-90000000.0,-466000000.0,-75000000.0,-73000000.0
Change To Netincome,106000000.0,183000000.0,15000000.0,163000000.0,194000000.0,309000000.0,218000000.0,192000000.0
Capital Expenditures,-579000000.0,-426000000.0,-374000000.0,-385000000.0,-355000000.0,-498000000.0,-509000000.0,-546000000.0
Other Cashflows From Investing Activities,-2000000.0,-1000000.0,-1000000.0,-2000000.0,-2000000.0,-2000000.0,-1000000.0,
Change To Inventory,-130000000.0,-62000000.0,44000000.0,159000000.0,-22000000.0,-40000000.0,38000000.0,
Change To Account Receivables,370000000.0,-89000000.0,-272000000.0,-329000000.0,14000000.0,-218000000.0,-215000000.0,
