,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,-9259000.0,3503000.0,-2471000.0,173000.0,-1398000.0,-5625000.0,10532000.0,-4953000.0
Total Cashflows From Investing Activities,-24556000.0,-19460000.0,-15690000.0,-24587000.0,-174663000.0,-49677000.0,-44040000.0,-41838000.0
Net Borrowings,-165802000.0,-121933000.0,-50000000.0,-50000000.0,-50000000.0,-50000000.0,73500000.0,251500000.0
Total Cash From Financing Activities,-161531000.0,-104184000.0,398000.0,-129651000.0,-180217000.0,-221726000.0,-165820000.0,-13480000.0
Change To Operating Activities,69421000.0,26039000.0,29659000.0,-57081000.0,1919000.0,3201000.0,-3184000.0,-52904000.0
Issuance Of Stock,10403000.0,18617000.0,12098000.0,17594000.0,9777000.0,10057000.0,9137000.0,11653000.0
Net Income,148940000.0,146219000.0,174790000.0,204257000.0,202582000.0,175235000.0,162771000.0,193965000.0
Change In Cash,23898000.0,70294000.0,208341000.0,-32765000.0,-119029000.0,-86931000.0,-749000.0,60164000.0
Repurchase Of Stock,-64000.0,-361000.0,-11574000.0,-147245000.0,-188494000.0,-181783000.0,-244817000.0,-276633000.0
Effect Of Exchange Rate,1843000.0,822000.0,4699000.0,-2949000.0,1896000.0,-2733000.0,-853000.0,776000.0
Total Cash From Operating Activities,208142000.0,193116000.0,218934000.0,124422000.0,233955000.0,187205000.0,209964000.0,114706000.0
Depreciation,23582000.0,24651000.0,24561000.0,25057000.0,25377000.0,26467000.0,27695000.0,26511000.0
Change To Inventory,-14820000.0,4163000.0,6206000.0,-7919000.0,-12493000.0,-26479000.0,-6028000.0,-18854000.0
Change To Account Receivables,-19215000.0,-15132000.0,11687000.0,-54735000.0,4014000.0,1671000.0,15909000.0,-37531000.0
Change To Netincome,9493000.0,3673000.0,-25498000.0,14670000.0,13954000.0,12735000.0,2269000.0,8472000.0
Capital Expenditures,-24556000.0,-19210000.0,-14190000.0,-20163000.0,-22581000.0,-45017000.0,-31788000.0,-31838000.0
Other Cashflows From Financing Activities,-6068000.0,-507000.0,-126000.0,-1500000.0,-1500000.0,-3640000.0,-3640000.0,
