,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,55619000.0,53467000.0,52543000.0,53969000.0,96757000.0,94976000.0
Capital Surplus,1247456000.0,1274069000.0,1294849000.0,1321086000.0,1339413000.0,1358813000.0
Total Liab,1687313000.0,1606292000.0,1661766000.0,1623950000.0,1663926000.0,1630284000.0
Total Stockholder Equity,272963000.0,440576000.0,632088000.0,702696000.0,747460000.0,754754000.0
Minority Interest,437000.0,539000.0,707000.0,739000.0,763000.0,706000.0
Deferred Long Term Liab,114815000.0,114068000.0,116088000.0,119313000.0,120608000.0,121642000.0
Other Current Liab,92007000.0,82612000.0,85243000.0,107985000.0,85907000.0,86350000.0
Total Assets,1960713000.0,2047407000.0,2294561000.0,2327385000.0,2412149000.0,2385744000.0
Common Stock,10603000.0,10628000.0,10646000.0,10668000.0,10675000.0,10681000.0
Other Current Assets,58198000.0,57524000.0,59639000.0,63213000.0,67087000.0,71859000.0
Retained Earnings,1854586000.0,2000805000.0,2175595000.0,2379852000.0,2582434000.0,2757669000.0
Other Liab,178505000.0,155434000.0,143448000.0,146326000.0,143686000.0,128673000.0
Good Will,235426000.0,238100000.0,243347000.0,242586000.0,353842000.0,355240000.0
Treasury Stock,-2839682000.0,-2844926000.0,-2849002000.0,-3008910000.0,-3185062000.0,-3372409000.0
Other Assets,256754000.0,254802000.0,289595000.0,295504000.0,305346000.0,317144000.0
Cash,105293000.0,175587000.0,383928000.0,351163000.0,232134000.0,145203000.0
Total Current Liabilities,540584000.0,526841000.0,582761000.0,620662000.0,651809000.0,633849000.0
Deferred Long Term Asset Charges,7575000.0,8198000.0,31549000.0,28340000.0,26770000.0,24861000.0
Short Long Term Debt,121596000.0,49983000.0,49988000.0,124971000.0,124982000.0,74990000.0
Other Stockholder Equity,-51630000.0,-56514000.0,-49112000.0,-54987000.0,-42761000.0,-46388000.0
Property Plant Equipment,633302000.0,632359000.0,646338000.0,637528000.0,654978000.0,680347000.0
Total Current Assets,779612000.0,868679000.0,1062738000.0,1097798000.0,1001226000.0,938037000.0
Net Tangible Assets,-18082000.0,149009000.0,336198000.0,406141000.0,296861000.0,304538000.0
Net Receivables,354949000.0,382005000.0,374742000.0,423101000.0,427386000.0,425029000.0
Long Term Debt,899562000.0,853316000.0,858492000.0,778747000.0,780079000.0,778025000.0
Inventory,229377000.0,217597000.0,209873000.0,225559000.0,241392000.0,258484000.0
Accounts Payable,73903000.0,71933000.0,74558000.0,87175000.0,93016000.0,86684000.0
