,2017-09-30,2018-09-30,2019-09-30,2020-09-30
Investments,-8800000.0,24800000.0,4400000.0,4300000.0
Change To Liabilities,89000000.0,129100000.0,126200000.0,566200000.0
Total Cashflows From Investing Activities,-164000000.0,19000000.0,-394000000.0,-166100000.0
Net Borrowings,-410300000.0,199500000.0,93300000.0,906900000.0
Total Cash From Financing Activities,-564600000.0,-82500000.0,-490100000.0,270600000.0
Change To Operating Activities,3900000.0,-319400000.0,-437200000.0,-607700000.0
Issuance Of Stock,46700000.0,47400000.0,42700000.0,23400000.0
Net Income,1038400000.0,1460300000.0,1618500000.0,2373700000.0
Change In Cash,-288400000.0,481700000.0,8000000.0,1526100000.0
Repurchase Of Stock,-65700000.0,-137800000.0,-499500000.0,-398600000.0
Total Cash From Operating Activities,440200000.0,545200000.0,892100000.0,1421600000.0
Depreciation,54700000.0,62400000.0,72000000.0,80400000.0
Dividends Paid,-149600000.0,-188400000.0,-223400000.0,-256000000.0
Change To Inventory,-946700000.0,-1056600000.0,-591800000.0,-1063500000.0
Other Cashflows From Financing Activities,14300000.0,-3200000.0,96800000.0,-5100000.0
Change To Netincome,195900000.0,259500000.0,93500000.0,62300000.0
Capital Expenditures,-157300000.0,-138300000.0,-224100000.0,-286800000.0
