,2017-07-30,2018-07-29,2019-07-28,2020-08-02,2021-08-01,2022-07-31
Intangible Assets,1118000000.0,3664000000.0,3415000000.0,3350000000.0,3239000000.0,3198000000.0
Capital Surplus,359000000.0,349000000.0,372000000.0,394000000.0,414000000.0,415000000.0
Total Liab,6081000000.0,13156000000.0,12036000000.0,9803000000.0,8580000000.0,8559000000.0
Total Stockholder Equity,1637000000.0,1364000000.0,1103000000.0,2563000000.0,3152000000.0,3331000000.0
Minority Interest,8000000.0,9000000.0,9000000.0,6000000.0,2000000.0,2000000.0
Other Current Liab,176000000.0,870000000.0,628000000.0,154000000.0,129000000.0,157000000.0
Total Assets,7726000000.0,14529000000.0,13148000000.0,12372000000.0,11734000000.0,11892000000.0
Common Stock,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
Other Current Assets,74000000.0,797000000.0,499000000.0,80000000.0,98000000.0,67000000.0
Retained Earnings,2385000000.0,2224000000.0,1993000000.0,3190000000.0,3742000000.0,4040000000.0
Other Liab,1187000000.0,1571000000.0,1548000000.0,1550000000.0,1576000000.0,1500000000.0
Good Will,2115000000.0,3864000000.0,4017000000.0,3986000000.0,3981000000.0,3979000000.0
Treasury Stock,-1119000000.0,-1221000000.0,-1274000000.0,-1033000000.0,-1016000000.0,-1136000000.0
Other Assets,70000000.0,2147000000.0,1217000000.0,29000000.0,214000000.0,170000000.0
Cash,319000000.0,49000000.0,31000000.0,859000000.0,69000000.0,109000000.0
Total Current Liabilities,2395000000.0,3594000000.0,3385000000.0,3075000000.0,1814000000.0,2886000000.0
Short Long Term Debt,22000000.0,390000000.0,500000000.0,921000000.0,,566000000.0
Other Stockholder Equity,-53000000.0,-118000000.0,-198000000.0,-10000000.0,5000000.0,2000000.0
Property Plant Equipment,2454000000.0,2466000000.0,2455000000.0,2622000000.0,2605000000.0,2582000000.0
Total Current Assets,1900000000.0,2296000000.0,1967000000.0,2385000000.0,1695000000.0,1963000000.0
Net Tangible Assets,-1596000000.0,-6164000000.0,-6329000000.0,-4773000000.0,-4068000000.0,-3846000000.0
Net Receivables,605000000.0,563000000.0,574000000.0,575000000.0,595000000.0,541000000.0
Long Term Debt,2492000000.0,7991000000.0,7101000000.0,4990000000.0,5010000000.0,3996000000.0
Inventory,902000000.0,887000000.0,863000000.0,871000000.0,933000000.0,1246000000.0
Accounts Payable,666000000.0,705000000.0,814000000.0,1049000000.0,1070000000.0,1334000000.0
Long Term Investments,69000000.0,92000000.0,77000000.0,,,
Deferred Long Term Asset Charges,36000000.0,2000000.0,,,,
