,2020-04-26,2020-08-02,2020-11-01,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30
Intangible Assets,3362000000.0,3350000000.0,3340000000.0,3329000000.0,3249000000.0,3239000000.0,3228000000.0,3218000000.0
Capital Surplus,386000000.0,394000000.0,370000000.0,388000000.0,401000000.0,414000000.0,372000000.0,388000000.0
Total Liab,10137000000.0,9803000000.0,9644000000.0,9573000000.0,8735000000.0,8580000000.0,8662000000.0,8639000000.0
Total Stockholder Equity,2575000000.0,2563000000.0,2769000000.0,2922000000.0,2993000000.0,3152000000.0,3235000000.0,3350000000.0
Minority Interest,6000000.0,6000000.0,4000000.0,3000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Liab,178000000.0,154000000.0,203000000.0,143000000.0,159000000.0,129000000.0,184000000.0,124000000.0
Total Assets,12718000000.0,12372000000.0,12417000000.0,12498000000.0,11730000000.0,11734000000.0,11899000000.0,11991000000.0
Common Stock,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
Other Current Assets,111000000.0,80000000.0,66000000.0,72000000.0,214000000.0,98000000.0,102000000.0,102000000.0
Retained Earnings,3212000000.0,3190000000.0,3387000000.0,3517000000.0,3564000000.0,3742000000.0,3882000000.0,3983000000.0
Other Liab,1490000000.0,1550000000.0,1562000000.0,1593000000.0,1585000000.0,1576000000.0,1581000000.0,1578000000.0
Good Will,3981000000.0,3986000000.0,3987000000.0,3991000000.0,3983000000.0,3981000000.0,3982000000.0,3979000000.0
Treasury Stock,-1035000000.0,-1033000000.0,-1000000000.0,-995000000.0,-984000000.0,-1016000000.0,-1031000000.0,-1033000000.0
Other Assets,32000000.0,29000000.0,34000000.0,75000000.0,86000000.0,214000000.0,227000000.0,253000000.0
Cash,1242000000.0,859000000.0,722000000.0,946000000.0,209000000.0,69000000.0,69000000.0,357000000.0
Total Current Liabilities,3269000000.0,3075000000.0,2906000000.0,2801000000.0,1975000000.0,1814000000.0,2338000000.0,2322000000.0
Other Stockholder Equity,-7000000.0,-10000000.0,-9000000.0,-5000000.0,2000000.0,5000000.0,7000000.0,6000000.0
Property Plant Equipment,2597000000.0,2622000000.0,2593000000.0,2568000000.0,2549000000.0,2605000000.0,2586000000.0,2561000000.0
Total Current Assets,2746000000.0,2385000000.0,2463000000.0,2535000000.0,1863000000.0,1695000000.0,1876000000.0,1980000000.0
Net Tangible Assets,-4768000000.0,-4773000000.0,-4558000000.0,-4398000000.0,-4239000000.0,-4068000000.0,-3975000000.0,-3847000000.0
Net Receivables,662000000.0,575000000.0,765000000.0,702000000.0,580000000.0,595000000.0,731000000.0,610000000.0
Long Term Debt,5184000000.0,4990000000.0,4988000000.0,4989000000.0,4990000000.0,5002000000.0,4543000000.0,4544000000.0
Inventory,731000000.0,871000000.0,910000000.0,815000000.0,860000000.0,933000000.0,974000000.0,911000000.0
Accounts Payable,993000000.0,1049000000.0,1049000000.0,1026000000.0,1086000000.0,1070000000.0,1151000000.0,1162000000.0
Short Long Term Debt,721000000.0,921000000.0,,,,,,
