,2020-08-02,2019-07-28,2018-07-29,2017-07-30
Investments,30000000.0,30000000.0,30000000.0,30000000.0
Change To Liabilities,145000000.0,125000000.0,78000000.0,-48000000.0
Total Cashflows From Investing Activities,2272000000.0,153000000.0,-7197000000.0,-368000000.0
Net Borrowings,-2560000000.0,-1159000000.0,6439000000.0,-34000000.0
Total Cash From Financing Activities,-2987000000.0,-1591000000.0,5807000000.0,-908000000.0
Change To Operating Activities,-3000000.0,-1000000.0,27000000.0,-27000000.0
Issuance Of Stock,23000000.0,23000000.0,23000000.0,2000000.0
Net Income,1628000000.0,211000000.0,261000000.0,887000000.0
Change In Cash,828000000.0,-18000000.0,12000000.0,-29000000.0
Repurchase Of Stock,-12000000.0,-8000000.0,-109000000.0,-459000000.0
Effect Of Exchange Rate,-1000000.0,-7000000.0,-8000000.0,11000000.0
Total Cash From Operating Activities,1544000000.0,1427000000.0,1410000000.0,1236000000.0
Depreciation,328000000.0,363000000.0,279000000.0,193000000.0
Other Cashflows From Investing Activities,4000000.0,553000000.0,-19000000.0,-30000000.0
Dividends Paid,-426000000.0,-423000000.0,-426000000.0,-420000000.0
Change To Inventory,-20000000.0,36000000.0,-84000000.0,46000000.0
Change To Account Receivables,-30000000.0,-11000000.0,56000000.0,28000000.0
Other Cashflows From Financing Activities,-12000000.0,-1000000.0,-97000000.0,3000000.0
Change To Netincome,-504000000.0,704000000.0,793000000.0,157000000.0
Capital Expenditures,-299000000.0,-384000000.0,-407000000.0,-338000000.0
