,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-25170000.0,-46497000.0,-55825000.0,7761000.0,-20157000.0
Change To Liabilities,501074000.0,667998000.0,42371000.0,-552762000.0,2163671000.0
Total Cashflows From Investing Activities,-327586000.0,-496909000.0,-691000000.0,-224062000.0,-566962000.0
Net Borrowings,-49943000.0,458271000.0,500133000.0,1576378000.0,794122000.0
Total Cash From Financing Activities,-127083000.0,188784000.0,328889000.0,1350082000.0,1171332000.0
Change To Operating Activities,-238549000.0,-266241000.0,-170486000.0,141631000.0,95533000.0
Issuance Of Stock,51069000.0,22568000.0,14104000.0,30647000.0,480248000.0
Net Income,-6015000.0,60249000.0,69889000.0,-1724535000.0,-650904000.0
Change In Cash,299247000.0,549381000.0,96039000.0,72197000.0,2341353000.0
Repurchase Of Stock,-5452000.0,-55005000.0,-15353000.0,-47539000.0,-45845000.0
Effect Of Exchange Rate,130394000.0,-84080000.0,-11633000.0,29565000.0,-43585000.0
Total Cash From Operating Activities,623522000.0,941586000.0,469783000.0,-1083388000.0,1780568000.0
Depreciation,352201000.0,376029000.0,417240000.0,461395000.0,416277000.0
Other Cashflows From Investing Activities,-5058000.0,-54721000.0,-34277000.0,31869000.0,-2720000.0
Change To Account Receivables,-133020000.0,-135429000.0,-159792000.0,490588000.0,-485211000.0
Other Cashflows From Financing Activities,-122757000.0,-237050000.0,-169995000.0,-209404000.0,-57193000.0
Change To Netincome,51323000.0,138674000.0,166143000.0,19550000.0,129536000.0
Capital Expenditures,-238435000.0,-239833000.0,-323566000.0,-213746000.0,-152734000.0
