,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-1500000.0,-2130000.0,-4884000.0,-5000000.0,-4172000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-294210000.0,-366350000.0,-238273000.0,-484731000.0,-253586000.0
Net Borrowings,23923000.0,41020000.0,-68330000.0,108485000.0,-44730000.0
Total Cash From Financing Activities,-399523000.0,-405136000.0,-524279000.0,-374144000.0,-546398000.0
Change To Operating Activities,-47629000.0,6738000.0,12383000.0,37139000.0,55925000.0
Net Income,328379000.0,222899000.0,353811000.0,254962000.0,533791000.0
Change In Cash,-32933000.0,-37194000.0,18868000.0,-34926000.0,94983000.0
Total Cash From Operating Activities,660800000.0,734292000.0,781420000.0,823949000.0,894967000.0
Depreciation,494540000.0,490995000.0,497790000.0,511678000.0,534415000.0
Dividends Paid,-398982000.0,-423537000.0,-441431000.0,-461043000.0,-474089000.0
Other Cashflows From Financing Activities,-24464000.0,-22619000.0,-14518000.0,-21586000.0,-27579000.0
Change To Netincome,-104680000.0,18650000.0,-88342000.0,15210000.0,-234816000.0
Other Cashflows From Investing Activities,10591000.0,,,,
