,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,,,1300000.0,,,,900000.0
Capital Surplus,7168886000.0,7173391000.0,7176793000.0,7182771000.0,7201885000.0,7216885000.0,7230956000.0
Total Liab,4959736000.0,5009449000.0,5106383000.0,5172845000.0,5121453000.0,5163802000.0,5131275000.0
Total Stockholder Equity,5954825000.0,5904063000.0,5871624000.0,5804707000.0,5918706000.0,5897139000.0,5965168000.0
Minority Interest,216743000.0,215183000.0,216775000.0,214817000.0,201952000.0,193182000.0,188730000.0
Other Current Liab,8500000.0,7400000.0,197100000.0,5200000.0,5200000.0,5200000.0,252487000.0
Total Assets,11131313000.0,11128704000.0,11194791000.0,11192378000.0,11242120000.0,11254132000.0,11285182000.0
Common Stock,1140000.0,1140000.0,1141000.0,1142000.0,1147000.0,1149000.0,1151000.0
Other Current Assets,36427000.0,31082000.0,49417000.0,34655000.0,48223000.0,104651000.0,110796000.0
Other Liab,13333000.0,13841000.0,15397000.0,17828000.0,21692000.0,24323000.0,30185000.0
Treasury Stock,-1215201000.0,-1270468000.0,-1306310000.0,-1379206000.0,-1284326000.0,-1320895000.0,-1266939000.0
Other Assets,100765000.0,113988000.0,140354000.0,125044000.0,134365000.0,125160000.0,117896000.0
Cash,19667000.0,18407000.0,25198000.0,32620000.0,31881000.0,29811000.0,54302000.0
Total Current Liabilities,668538000.0,573540000.0,862902000.0,925913000.0,869639000.0,593591000.0,681870000.0
Short Long Term Debt,135836000.0,,191505000.0,72737000.0,72750000.0,,124827000.0
Other Stockholder Equity,-1215201000.0,-1270468000.0,-1306310000.0,-1379206000.0,-1284326000.0,-1320895000.0,-1266939000.0
Property Plant Equipment,10911164000.0,10900460000.0,10912197000.0,10932148000.0,10952718000.0,10908668000.0,10879061000.0
Total Current Assets,56094000.0,49489000.0,74615000.0,67275000.0,80104000.0,134462000.0,165098000.0
Long Term Investments,63290000.0,64767000.0,66325000.0,67911000.0,74933000.0,85842000.0,122227000.0
Net Tangible Assets,5954825000.0,5904063000.0,5870324000.0,5804707000.0,5918706000.0,5897139000.0,5964268000.0
Long Term Debt,4246772000.0,4390594000.0,4199207000.0,4199848000.0,4200487000.0,4515887000.0,4391863000.0
Accounts Payable,,,,,,,103913000.0
