,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,1079000000.0,-867000000.0,17000000.0,-2123000000.0
Total Cashflows From Investing Activities,-6745000000.0,-579000000.0,-4125000000.0,-12715000000.0
Net Borrowings,-536000000.0,-1855000000.0,-2173000000.0,13233000000.0
Total Cash From Financing Activities,-1367000000.0,-3336000000.0,-2374000000.0,13010000000.0
Change To Operating Activities,-808000000.0,-250000000.0,-235000000.0,-2814000000.0
Issuance Of Stock,19840000000.0,19840000000.0,19840000000.0,19840000000.0
Net Income,4536000000.0,2888000000.0,3468000000.0,3064000000.0
Change In Cash,-4281000000.0,-16000000.0,325000000.0,8935000000.0
Repurchase Of Stock,-593000000.0,-1217000000.0,-156000000.0,-19975000000.0
Total Cash From Operating Activities,3831000000.0,3899000000.0,6824000000.0,8640000000.0
Depreciation,5984000000.0,6486000000.0,6616000000.0,14151000000.0
Other Cashflows From Investing Activities,1000000.0,21000000.0,-650000000.0,294000000.0
Change To Inventory,-844000000.0,-201000000.0,-617000000.0,-2222000000.0
Change To Account Receivables,-5743000000.0,-6215000000.0,-4724000000.0,-4726000000.0
Other Cashflows From Financing Activities,-183000000.0,-264000000.0,-45000000.0,-88000000.0
Change To Netincome,-373000000.0,2058000000.0,2299000000.0,3310000000.0
Capital Expenditures,-5237000000.0,-5541000000.0,-6391000000.0,-11034000000.0
Dividends Paid,-55000000.0,,,
