,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-52926000000.0,-6211000000.0,-2369000000.0,-50410000000.0,-23820000000.0,-43064000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-18832000000.0,8489000000.0,-12112000000.0,-40934000000.0,-37177000000.0,-33958000000.0
Net Borrowings,-11069000000.0,-19308000000.0,-20649000000.0,15300000000.0,8557000000.0,-16540000000.0
Total Cash From Financing Activities,36365000000.0,8309000000.0,-2437000000.0,33255000000.0,11359000000.0,23252000000.0
Change To Operating Activities,-5720000000.0,-23363000000.0,25760000000.0,2324000000.0,-5219000000.0,13630000000.0
Net Income,1316000000.0,3230000000.0,3979000000.0,7942000000.0,6193000000.0,4644000000.0
Change In Cash,23853000000.0,13922000000.0,-14080000000.0,15067000000.0,-25444000000.0,24570000000.0
Repurchase Of Stock,-1000000.0,-1000000.0,-3000000.0,-1793000000.0,-2912000000.0,-3071000000.0
Effect Of Exchange Rate,-5000000.0,170000000.0,-1164000000.0,-452000000.0,9000000.0,-346000000.0
Total Cash From Operating Activities,6325000000.0,-3046000000.0,1633000000.0,23198000000.0,365000000.0,35622000000.0
Depreciation,926000000.0,1033000000.0,1051000000.0,962000000.0,982000000.0,1035000000.0
Other Cashflows From Investing Activities,26000000.0,26000000.0,46000000.0,40000000.0,41000000.0,65000000.0
Dividends Paid,-1314000000.0,-1345000000.0,-1356000000.0,-1356000000.0,-1307000000.0,-1296000000.0
Other Cashflows From Financing Activities,48749000000.0,28963000000.0,16720000000.0,20304000000.0,9306000000.0,44159000000.0
Change To Netincome,7131000000.0,1966000000.0,-2275000000.0,-2435000000.0,8716000000.0,-11700000000.0
Capital Expenditures,-858000000.0,-982000000.0,-1146000000.0,-830000000.0,-941000000.0,-1040000000.0
