,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,29114000.0,55136000.0,55000000.0,28000000.0,419000000.0
Total Cashflows From Investing Activities,-299930000.0,-5013235000.0,-226000000.0,-187000000.0,-18000000.0
Net Borrowings,243751000.0,2879190000.0,-156000000.0,-147000000.0,-606000000.0
Total Cash From Financing Activities,-42558000.0,4870703000.0,-505000000.0,-512000000.0,-1304000000.0
Change To Operating Activities,58015000.0,-15033000.0,-90000000.0,89000000.0,-33000000.0
Issuance Of Stock,329000.0,2268094000.0,9000000.0,9000000.0,9000000.0
Net Income,295665000.0,337302000.0,456000000.0,363000000.0,270000000.0
Change In Cash,44054000.0,280476000.0,-25000000.0,36000000.0,56000000.0
Repurchase Of Stock,-69837000.0,-25200000.0,-11000000.0,-8000000.0,-21000000.0
Effect Of Exchange Rate,-4214000.0,-14567000.0,7000000.0,21000000.0,-59000000.0
Total Cash From Operating Activities,390756000.0,437575000.0,699000000.0,714000000.0,1437000000.0
Depreciation,116165000.0,171623000.0,321000000.0,325000000.0,1156000000.0
Dividends Paid,-206118000.0,-230218000.0,-314000000.0,-323000000.0,-667000000.0
Change To Inventory,-18911000.0,-117641000.0,-62000000.0,18000000.0,-363000000.0
Change To Account Receivables,-68851000.0,-49958000.0,60000000.0,-61000000.0,-169000000.0
Other Cashflows From Financing Activities,-10683000.0,-21163000.0,-24000000.0,-34000000.0,-19000000.0
Change To Netincome,-20441000.0,56146000.0,-41000000.0,-48000000.0,157000000.0
Capital Expenditures,-128973000.0,-170094000.0,-236000000.0,-192000000.0,-393000000.0
Other Cashflows From Investing Activities,5232000.0,-805000.0,23000000.0,-12000000.0,
