,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,415787000.0,3039322000.0,2851935000.0,2727000000.0,10506000000.0
Capital Surplus,162827000.0,3793609000.0,3823152000.0,3853000000.0,19826000000.0
Total Liab,2909632000.0,6764215000.0,6958820000.0,7135000000.0,18436000000.0
Total Stockholder Equity,1684202000.0,6032951000.0,6217304000.0,6310000000.0,21082000000.0
Minority Interest,5092000.0,92229000.0,111287000.0,110000000.0,140000000.0
Other Current Liab,240679000.0,361981000.0,385278000.0,400000000.0,788000000.0
Total Assets,4598926000.0,12889395000.0,13287411000.0,13555000000.0,39658000000.0
Common Stock,14470000.0,16066000.0,16066000.0,16000000.0,35000000.0
Other Current Assets,5137000.0,77085000.0,77878000.0,56000000.0,1257000000.0
Retained Earnings,3870621000.0,3956221000.0,4117804000.0,4156000000.0,3641000000.0
Other Liab,508678000.0,1131487000.0,1153300000.0,1183000000.0,3350000000.0
Good Will,1156288000.0,5378388000.0,5497596000.0,5593000000.0,16414000000.0
Treasury Stock,-2363716000.0,-1732945000.0,-1739718000.0,-1715000000.0,-2420000000.0
Other Assets,249727000.0,288673000.0,315754000.0,405000000.0,509000000.0
Cash,368046000.0,634897000.0,606823000.0,650000000.0,711000000.0
Total Current Liabilities,768768000.0,1128311000.0,1552190000.0,1904000000.0,3633000000.0
Deferred Long Term Asset Charges,99777000.0,89000000.0,125552000.0,197000000.0,82000000.0
Short Long Term Debt,6966000.0,48642000.0,389145000.0,632000000.0,301000000.0
Other Stockholder Equity,-637482000.0,-702227000.0,-716894000.0,-698000000.0,-1423000000.0
Property Plant Equipment,880580000.0,1241152000.0,1679582000.0,1765000000.0,5156000000.0
Total Current Assets,1896544000.0,2941860000.0,2942544000.0,3060000000.0,6987000000.0
Long Term Investments,,,,5000000.0,86000000.0
Net Tangible Assets,112127000.0,-2384759000.0,-2132227000.0,-2010000000.0,-5838000000.0
Net Receivables,668162000.0,1060379000.0,1024007000.0,1122000000.0,2215000000.0
Long Term Debt,1632186000.0,4504417000.0,3997438000.0,3779000000.0,10768000000.0
Inventory,649448000.0,1078537000.0,1123068000.0,1132000000.0,2516000000.0
Accounts Payable,338188000.0,471382000.0,510372000.0,556000000.0,1532000000.0
