,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,3425000.0,-4922000.0,11335000.0,-12742000.0
Total Cashflows From Investing Activities,-123525000.0,-96932000.0,-147179000.0,-182254000.0
Net Borrowings,-88000000.0,-28000000.0,-59000000.0,-59000000.0
Total Cash From Financing Activities,-133456000.0,-70967000.0,-98875000.0,-39877000.0
Change To Operating Activities,-13914000.0,20326000.0,-11914000.0,11134000.0
Net Income,126354000.0,131206000.0,-14961000.0,30374000.0
Change In Cash,33546000.0,139943000.0,-116994000.0,-85695000.0
Repurchase Of Stock,-5569000.0,-3109000.0,-18000.0,-19000.0
Total Cash From Operating Activities,290527000.0,307842000.0,129060000.0,136436000.0
Depreciation,94148000.0,96497000.0,99649000.0,94622000.0
Dividends Paid,-39887000.0,-39858000.0,-39857000.0,-39858000.0
Change To Inventory,-600000.0,-548000.0,3019000.0,-135000.0
Change To Account Receivables,16881000.0,-77985000.0,-18821000.0,17779000.0
Change To Netincome,40011000.0,-8103000.0,61493000.0,-6556000.0
Capital Expenditures,-123617000.0,-97425000.0,-147239000.0,-182481000.0
