,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,1033000.0,37236000.0,1713000.0,-2047000.0,-145000.0
Change To Liabilities,14242000.0,2650000.0,2327000.0,5621000.0,6782000.0
Total Cashflows From Investing Activities,-837922000.0,-192247000.0,-316532000.0,-368383000.0,-660118000.0
Net Borrowings,394876000.0,-57620000.0,98884000.0,912408000.0,-277643000.0
Total Cash From Financing Activities,369445000.0,-241309000.0,-100105000.0,661736000.0,-452967000.0
Change To Operating Activities,-3487000.0,24220000.0,-10368000.0,-5059000.0,5105000.0
Issuance Of Stock,118583000.0,130918000.0,143027000.0,99177000.0,172981000.0
Net Income,289914000.0,241907000.0,353866000.0,131706000.0,261498000.0
Change In Cash,-9649000.0,83132000.0,45282000.0,663282000.0,-641733000.0
Repurchase Of Stock,-4229000.0,-958000.0,-4626000.0,-4052000.0,-2998000.0
Total Cash From Operating Activities,458828000.0,516688000.0,461919000.0,369929000.0,471352000.0
Depreciation,211820000.0,237731000.0,233677000.0,250984000.0,271519000.0
Other Cashflows From Investing Activities,-16656000.0,-25430000.0,-25459000.0,-28004000.0,-21990000.0
Dividends Paid,-282995000.0,-301194000.0,-313649000.0,-324596000.0,-335656000.0
Change To Account Receivables,2059000.0,917000.0,-16128000.0,-6032000.0,1214000.0
Other Cashflows From Financing Activities,-1781000.0,-12455000.0,-23741000.0,-21201000.0,-9651000.0
Change To Netincome,-55720000.0,9263000.0,-101455000.0,-7291000.0,-74766000.0
Capital Expenditures,-76952000.0,-66138000.0,-82836000.0,-68064000.0,-71728000.0
