,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Capital Surplus,3170480000.0,3174066000.0,3297305000.0,3386917000.0,3395189000.0,3398851000.0
Total Liab,5099246000.0,5133488000.0,4921157000.0,4926459000.0,4890414000.0,4875310000.0
Total Stockholder Equity,2274287000.0,2167862000.0,2304160000.0,2360981000.0,2330092000.0,2301166000.0
Minority Interest,256400000.0,249946000.0,222310000.0,222164000.0,298373000.0,297969000.0
Other Current Liab,81915000.0,82688000.0,88439000.0,84872000.0,84881000.0,85680000.0
Total Assets,7789930000.0,7711293000.0,7607624000.0,7669601000.0,7678876000.0,7634442000.0
Common Stock,760000.0,760000.0,771000.0,781000.0,782000.0,782000.0
Other Current Assets,206293000.0,229037000.0,211765000.0,227431000.0,230994000.0,242322000.0
Other Liab,159235000.0,162837000.0,172812000.0,175894000.0,230938000.0,233362000.0
Treasury Stock,-896953000.0,-1006964000.0,-993916000.0,-1026717000.0,-1065879000.0,-1098467000.0
Other Assets,31417000.0,39905000.0,39892000.0,39879000.0,9534000.0,9521000.0
Cash,980039000.0,863279000.0,798329000.0,779901000.0,304268000.0,177591000.0
Total Current Liabilities,396086000.0,426709000.0,752134000.0,752110000.0,350678000.0,449385000.0
Short Long Term Debt,69689000.0,67625000.0,428777000.0,412723000.0,12705000.0,119433000.0
Other Stockholder Equity,-896953000.0,-1006964000.0,-993916000.0,-1026717000.0,-1065879000.0,-1098467000.0
Property Plant Equipment,6381661000.0,6392097000.0,6368542000.0,6448993000.0,6969227000.0,7033089000.0
Total Current Assets,1353973000.0,1257198000.0,1165163000.0,1168581000.0,688555000.0,579753000.0
Long Term Investments,22879000.0,22093000.0,22128000.0,12148000.0,11560000.0,12079000.0
Net Tangible Assets,2274287000.0,2167862000.0,2292261000.0,2360981000.0,2330092000.0,2301166000.0
Net Receivables,167641000.0,164882000.0,159780000.0,161249000.0,153293000.0,159840000.0
Long Term Debt,4398342000.0,4398969000.0,3862598000.0,3863387000.0,4162628000.0,4046917000.0
Accounts Payable,244482000.0,276396000.0,224041000.0,254515000.0,253092000.0,244272000.0
Intangible Assets,,,11899000.0,,,
