,2017-12-30,2018-12-29,2019-12-28,2020-12-26
Investments,-78000000.0,-78000000.0,41000000.0,-658000000.0
Change To Liabilities,-8000000.0,212000000.0,153000000.0,-513000000.0
Total Cashflows From Investing Activities,-54000000.0,-170000000.0,-149000000.0,-952000000.0
Total Cash From Financing Activities,-33000000.0,28000000.0,43000000.0,6000000.0
Change To Operating Activities,-130000000.0,18000000.0,65000000.0,218000000.0
Issuance Of Stock,20000000.0,70000000.0,523000000.0,85000000.0
Net Income,-33000000.0,337000000.0,341000000.0,2490000000.0
Change In Cash,-75000000.0,-108000000.0,387000000.0,125000000.0
Repurchase Of Stock,-6000000.0,-6000000.0,-6000000.0,-78000000.0
Total Cash From Operating Activities,12000000.0,34000000.0,493000000.0,1071000000.0
Depreciation,144000000.0,170000000.0,258000000.0,354000000.0
Change To Inventory,-3000000.0,-151000000.0,-137000000.0,-417000000.0
Change To Account Receivables,-103000000.0,-806000000.0,-623000000.0,-219000000.0
Other Cashflows From Financing Activities,-13000000.0,5000000.0,-1000000.0,-1000000.0
Change To Netincome,109000000.0,216000000.0,406000000.0,-856000000.0
Capital Expenditures,-113000000.0,-163000000.0,-217000000.0,-294000000.0
Net Borrowings,-40000000.0,-41000000.0,-473000000.0,
Other Cashflows From Investing Activities,59000000.0,71000000.0,27000000.0,
