,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-450482000.0,-673680000.0,770108000.0,42149000.0,-2617690000.0
Change To Liabilities,-196308000.0,-259131000.0,73064000.0,72769000.0,2226000.0
Total Cashflows From Investing Activities,-6521553000.0,-1975273000.0,-717836000.0,-3861572000.0,-4410413000.0
Net Borrowings,-116561000.0,-1151256000.0,-1358920000.0,1799464000.0,4660124000.0
Total Cash From Financing Activities,-103237000.0,-1134545000.0,-328169000.0,1499470000.0,4659428000.0
Change To Operating Activities,284693000.0,-117252000.0,-115284000.0,-429031000.0,-10931000.0
Issuance Of Stock,28574000.0,19981000.0,1034843000.0,27414000.0,58303000.0
Net Income,2098689000.0,1575091000.0,1399512000.0,1762673000.0,2410642000.0
Change In Cash,-3845283000.0,-591977000.0,1616396000.0,949674000.0,4280266000.0
Total Cash From Operating Activities,2779507000.0,2517841000.0,2662401000.0,3311776000.0,4031251000.0
Depreciation,825564000.0,712024000.0,630577000.0,714552000.0,724852000.0
Other Cashflows From Investing Activities,25376000.0,17604000.0,6659000.0,-351173000.0,-44029000.0
Change To Inventory,37895000.0,14788000.0,-79542000.0,58291000.0,-167985000.0
Change To Account Receivables,126848000.0,14724000.0,49183000.0,-25172000.0,209456000.0
Other Cashflows From Financing Activities,-15250000.0,-3270000.0,-4092000.0,-327408000.0,-58999000.0
Change To Netincome,-351275000.0,483979000.0,654790000.0,1242327000.0,781794000.0
Capital Expenditures,-431795000.0,-393938000.0,-581081000.0,-413302000.0,-1185642000.0
