,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,3936000000.0,-3011000000.0,-9372000000.0,-1375000000.0,2195000000.0,-3293000000.0,-3360000000.0
Change To Liabilities,-798000000.0,257000000.0,700000000.0,1170000000.0,-845000000.0,-133000000.0,510000000.0
Total Cashflows From Investing Activities,-1847000000.0,-8448000000.0,-15197000000.0,-7281000000.0,-5383000000.0,-9074000000.0,-10050000000.0
Net Borrowings,-49000000.0,-35000000.0,9802000000.0,-57000000.0,-37000000.0,-1042000000.0,-42000000.0
Total Cash From Financing Activities,-8186000000.0,-7498000000.0,546000000.0,-9270000000.0,-13606000000.0,-15991000000.0,-15254000000.0
Change To Operating Activities,-4517000000.0,1367000000.0,3726000000.0,5237000000.0,-3967000000.0,4005000000.0,1664000000.0
Net Income,6836000000.0,6959000000.0,11247000000.0,15227000000.0,17930000000.0,18525000000.0,18936000000.0
Change In Cash,1146000000.0,-1902000000.0,2387000000.0,6336000000.0,157000000.0,-2992000000.0,89000000.0
Repurchase Of Stock,-8496000000.0,-6852000000.0,-7897000000.0,-7904000000.0,-11395000000.0,-12796000000.0,-12610000000.0
Effect Of Exchange Rate,-272000000.0,51000000.0,35000000.0,210000000.0,-143000000.0,183000000.0,-146000000.0
Total Cash From Operating Activities,11451000000.0,13993000000.0,17003000000.0,22677000000.0,19289000000.0,21890000000.0,25539000000.0
Depreciation,3108000000.0,3367000000.0,3478000000.0,3726000000.0,2742000000.0,2945000000.0,3304000000.0
Other Cashflows From Investing Activities,412000000.0,119000000.0,-406000000.0,-57000000.0,30000000.0,23000000.0,388000000.0
Change To Account Receivables,2602000000.0,-80000000.0,-3601000000.0,-5445000000.0,2794000000.0,-3661000000.0,-2409000000.0
Other Cashflows From Financing Activities,359000000.0,-611000000.0,-1359000000.0,-1309000000.0,-2174000000.0,-2153000000.0,-2602000000.0
Change To Netincome,4465000000.0,1340000000.0,1522000000.0,2022000000.0,-150000000.0,1291000000.0,493000000.0
Capital Expenditures,-6005000000.0,-5391000000.0,-5406000000.0,-5479000000.0,-5942000000.0,-5496000000.0,-6819000000.0
