,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-14000000.0,20000000.0,-35000000.0,37000000.0,663000000.0
Total Cashflows From Investing Activities,-56000000.0,-69000000.0,-102000000.0,-258000000.0,-481000000.0
Net Borrowings,-4000000.0,59000000.0,1512000000.0,1512000000.0,7846000000.0
Total Cash From Financing Activities,-3372000000.0,-4164000000.0,-2621000000.0,-2175000000.0,-1333000000.0
Change To Operating Activities,-460000000.0,-322000000.0,-156000000.0,-83000000.0,573000000.0
Net Income,1801000000.0,2153000000.0,3218000000.0,2160000000.0,1351000000.0
Change In Cash,-45000000.0,-527000000.0,75000000.0,-249000000.0,667000000.0
Effect Of Exchange Rate,-36000000.0,19000000.0,31000000.0,-3000000.0,23000000.0
Total Cash From Operating Activities,3419000000.0,3687000000.0,2767000000.0,2187000000.0,2458000000.0
Depreciation,1922000000.0,1673000000.0,333000000.0,142000000.0,195000000.0
Dividends Paid,,-145000000.0,-145000000.0,-145000000.0,-145000000.0
Change To Inventory,72000000.0,44000000.0,-91000000.0,34000000.0,-138000000.0
Change To Account Receivables,533000000.0,250000000.0,200000000.0,13000000.0,-277000000.0
Other Cashflows From Financing Activities,-3368000000.0,-4223000000.0,-2621000000.0,-3687000000.0,-9034000000.0
Change To Netincome,1131000000.0,35000000.0,-112000000.0,2000000.0,210000000.0
Capital Expenditures,-86000000.0,-101000000.0,-92000000.0,-255000000.0,-192000000.0
Other Cashflows From Investing Activities,,-14000000.0,-14000000.0,-8000000.0,
