,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,-31200000.0,-196200000.0,-347100000.0,112200000.0,171500000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-214100000.0,-243000000.0,-460000000.0,14500000.0,18800000.0
Net Borrowings,-500000.0,-200000000.0,243700000.0,-50000000.0,347200000.0
Total Cash From Financing Activities,-79400000.0,-308800000.0,32000000.0,-153000000.0,132200000.0
Change To Operating Activities,48300000.0,367700000.0,142900000.0,-302500000.0,419700000.0
Net Income,178100000.0,-30200000.0,139200000.0,163000000.0,203400000.0
Change In Cash,137600000.0,65500000.0,25600000.0,-557000000.0,1100200000.0
Repurchase Of Stock,-43300000.0,-66600000.0,-140800000.0,-60100000.0,-173200000.0
Effect Of Exchange Rate,15200000.0,7900000.0,13200000.0,200000.0,1500000.0
Total Cash From Operating Activities,415900000.0,609400000.0,440400000.0,-418700000.0,947700000.0
Depreciation,31500000.0,40100000.0,39200000.0,41400000.0,42700000.0
Other Cashflows From Investing Activities,21600000.0,500000.0,2600000.0,-48200000.0,-66000000.0
Dividends Paid,-44200000.0,-42200000.0,-44200000.0,-42900000.0,-41800000.0
Change To Account Receivables,160900000.0,-99900000.0,83300000.0,-385000000.0,241400000.0
Change To Netincome,25900000.0,150500000.0,-21500000.0,57900000.0,22500000.0
Capital Expenditures,-24600000.0,-34900000.0,-40100000.0,-39600000.0,-45600000.0
Other Cashflows From Financing Activities,8600000.0,-26700000.0,-26700000.0,,
