,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,9125200000.0,9327100000.0,9426200000.0,9310400000.0,9632300000.0,9885200000.0,10113600000.0,10204800000.0
Capital Surplus,4550400000.0,4568200000.0,1956800000.0,1804300000.0,1786200000.0,1731300000.0,1695000000.0,1652100000.0
Common Stock,1600000.0,1600000.0,600000.0,700000.0,700000.0,700000.0,700000.0,600000.0
Other Current Assets,9724900000.0,9929200000.0,9969600000.0,20092900000.0,20419300000.0,7199000000.0,7317900000.0,7208100000.0
Retained Earnings,6194400000.0,6126000000.0,3548700000.0,3635500000.0,3640300000.0,4219300000.0,4066800000.0,3976500000.0
Other Liab,11790000000.0,11999200000.0,12453200000.0,1459400000.0,1607700000.0,1494500000.0,636500000.0,612600000.0
Treasury Stock,-4781500000.0,-4762300000.0,442400000.0,381700000.0,481200000.0,-206900000.0,-272800000.0,-608100000.0
Other Assets,3351800000.0,3317600000.0,3394400000.0,654600000.0,703600000.0,732100000.0,900900000.0,998200000.0
Cash,2152400000.0,2203000000.0,2228600000.0,1651300000.0,2746000000.0,2027900000.0,2040800000.0,1250900000.0
Total Current Liabilities,22795600000.0,23684800000.0,23984300000.0,34921900000.0,35928200000.0,24184000000.0,25539700000.0,25185900000.0
Property Plant Equipment,450100000.0,468400000.0,560300000.0,469100000.0,495200000.0,529000000.0,609100000.0,585300000.0
Total Current Assets,13580900000.0,13958900000.0,14087800000.0,23813700000.0,25006500000.0,11146800000.0,11549000000.0,10870900000.0
Long Term Investments,15283800000.0,14184800000.0,14591900000.0,7576800000.0,7568500000.0,8751800000.0,8167300000.0,7794000000.0
Net Tangible Assets,2941400000.0,3025900000.0,2663000000.0,2563500000.0,2665300000.0,2526100000.0,2198900000.0,1756600000.0
Short Term Investments,207800000.0,250000000.0,333200000.0,145300000.0,147600000.0,217500000.0,247800000.0,144400000.0
Net Receivables,1495800000.0,1576700000.0,1556400000.0,1924200000.0,1693600000.0,1702400000.0,1942500000.0,2267500000.0
Accounts Payable,5714800000.0,5971200000.0,5894800000.0,4656700000.0,4753000000.0,5062200000.0,5141100000.0,4816600000.0
Total Liab,38248700000.0,37642600000.0,38695100000.0,38585000000.0,40086400000.0,27880400000.0,28421800000.0,
Total Stockholder Equity,5964900000.0,5933500000.0,5948500000.0,5822200000.0,5908400000.0,5744400000.0,5489700000.0,
Other Current Liab,16557200000.0,17116600000.0,17308000000.0,29666200000.0,30432900000.0,18457200000.0,19688500000.0,
Total Assets,44233200000.0,43582600000.0,44649900000.0,44410600000.0,45994800000.0,33624800000.0,33911500000.0,
Good Will,2441400000.0,2325800000.0,2589300000.0,2586000000.0,2588700000.0,2579900000.0,2571600000.0,
Other Stockholder Equity,568900000.0,658200000.0,709800000.0,504500000.0,604000000.0,-84100000.0,-150000000.0,
Long Term Debt,3663100000.0,1958600000.0,2202900000.0,2203700000.0,2550500000.0,2201900000.0,2202500000.0,
Minority Interest,16700000.0,3600000.0,3400000.0,3400000.0,,,,
Short Long Term Debt,49900000.0,50000000.0,50000000.0,,,,,
