,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,81700000.0,56000000.0,54000000.0,171000000.0,193000000.0
Total Cashflows From Investing Activities,-1033400000.0,-1067000000.0,-1287000000.0,-951000000.0,-728000000.0
Net Borrowings,716500000.0,670000000.0,590000000.0,645000000.0,718000000.0
Total Cash From Financing Activities,532600000.0,531000000.0,619000000.0,488000000.0,130000000.0
Change To Operating Activities,-175900000.0,-106000000.0,-66000000.0,-373000000.0,-351000000.0
Issuance Of Stock,149600000.0,197000000.0,390000000.0,247000000.0,28000000.0
Net Income,457300000.0,512000000.0,557000000.0,614000000.0,659000000.0
Change In Cash,20800000.0,-8000000.0,-8000000.0,38000000.0,-16000000.0
Total Cash From Operating Activities,521600000.0,528000000.0,660000000.0,501000000.0,582000000.0
Depreciation,461800000.0,507000000.0,567000000.0,615000000.0,657000000.0
Other Cashflows From Investing Activities,433500000.0,567000000.0,353000000.0,415000000.0,441000000.0
Dividends Paid,-288300000.0,-312000000.0,-337000000.0,-377000000.0,-403000000.0
Change To Account Receivables,-441200000.0,-475000000.0,-472000000.0,-468000000.0,-530000000.0
Other Cashflows From Financing Activities,-45200000.0,-24000000.0,-24000000.0,-27000000.0,-13000000.0
Change To Netincome,137900000.0,34000000.0,20000000.0,-58000000.0,-46000000.0
Capital Expenditures,-1466900000.0,-1634000000.0,-1640000000.0,-1366000000.0,-1169000000.0
