,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,148600000.0,180000000.0,219700000.0,169900000.0,132100000.0
Capital Surplus,6012300000.0,6549300000.0,7639400000.0,7663600000.0,7723300000.0
Total Liab,38633500000.0,41343400000.0,50642600000.0,55489000000.0,56740600000.0
Total Stockholder Equity,5575800000.0,6289800000.0,7703100000.0,7358700000.0,7657700000.0
Total Assets,44453400000.0,47877300000.0,58589800000.0,63091800000.0,64642400000.0
Common Stock,4400000.0,4700000.0,5300000.0,5300000.0,5400000.0
Other Current Assets,251900000.0,281800000.0,839000000.0,228700000.0,176000000.0
Retained Earnings,1040200000.0,1284800000.0,1512800000.0,1363600000.0,1643200000.0
Other Liab,370000000.0,391700000.0,351300000.0,625400000.0,589100000.0
Good Will,2411400000.0,2685700000.0,3065500000.0,2680800000.0,2680800000.0
Treasury Stock,-1481100000.0,-1549000000.0,-1454400000.0,-1673800000.0,-1714200000.0
Other Assets,33069600000.0,35857000000.0,44596000000.0,44733900000.0,38895600000.0
Cash,770200000.0,807900000.0,629400000.0,4243300000.0,10589300000.0
Total Current Liabilities,37127600000.0,39931500000.0,48946400000.0,53537600000.0,54956900000.0
Deferred Long Term Asset Charges,,11400000.0,33600000.0,45800000.0,63500000.0
Short Long Term Debt,3058500000.0,2675200000.0,3514700000.0,1009800000.0,946400000.0
Other Stockholder Equity,-319000000.0,-386900000.0,-289800000.0,-204800000.0,-245200000.0
Property Plant Equipment,418800000.0,456300000.0,776000000.0,677600000.0,572800000.0
Total Current Assets,1247500000.0,1304500000.0,1924200000.0,5362200000.0,11203600000.0
Long Term Investments,7157500000.0,7393800000.0,8008400000.0,9467400000.0,11157500000.0
Net Tangible Assets,3015800000.0,3424100000.0,4428500000.0,4512800000.0,4849100000.0
Net Receivables,100500000.0,57800000.0,51700000.0,44700000.0,18600000.0
Long Term Debt,1135900000.0,1020200000.0,1031700000.0,1050700000.0,1004200000.0
Inventory,19400000.0,18100000.0,23400000.0,12500000.0,5100000.0
Accounts Payable,33056300000.0,36159000000.0,43589500000.0,52137700000.0,53755300000.0
