,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,210100000.0,-52200000.0,-785000000.0,-1599200000.0,-94200000.0,65600000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-858200000.0,165600000.0,661300000.0,-535800000.0,1281900000.0,1883000000.0
Net Borrowings,-4129000000.0,-544700000.0,-89600000.0,8300000.0,-203700000.0,25200000.0
Total Cash From Financing Activities,985200000.0,-921800000.0,2332200000.0,1291300000.0,-1170800000.0,234400000.0
Change To Operating Activities,-115400000.0,132800000.0,-40800000.0,270500000.0,26500000.0,69400000.0
Issuance Of Stock,26200000.0,26200000.0,26200000.0,26200000.0,7900000.0,300000.0
Net Income,89900000.0,144600000.0,-145300000.0,144500000.0,170800000.0,139700000.0
Change In Cash,227400000.0,-423900000.0,3187900000.0,1213000000.0,309400000.0,2367900000.0
Repurchase Of Stock,-100000.0,-100000.0,-200000.0,-1600000.0,-100000.0,-300000.0
Total Cash From Operating Activities,100400000.0,332300000.0,194400000.0,457500000.0,198300000.0,250500000.0
Depreciation,20800000.0,21100000.0,20400000.0,21800000.0,19900000.0,20100000.0
Other Cashflows From Investing Activities,110000000.0,31900000.0,800000.0,800000.0,1900000.0,100000.0
Dividends Paid,-79000000.0,-79200000.0,-79200000.0,-79200000.0,-80800000.0,-80900000.0
Other Cashflows From Financing Activities,5193200000.0,-297800000.0,2501200000.0,1337600000.0,-894100000.0,290100000.0
Change To Netincome,96300000.0,24500000.0,351600000.0,12900000.0,-26500000.0,14300000.0
Capital Expenditures,-5600000.0,-19500000.0,-9100000.0,-10200000.0,-6900000.0,-7100000.0
