,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-1439000000.0,-1951000000.0,-2628000000.0,-4402000000.0,-4863000000.0
Change To Liabilities,521000000.0,710000000.0,1008000000.0,592000000.0,1249000000.0
Total Cashflows From Investing Activities,-2202000000.0,-2329000000.0,-2902000000.0,-4892000000.0,-5196000000.0
Net Borrowings,132000000.0,-9000000.0,-8000000.0,-10000000.0,739000000.0
Total Cash From Financing Activities,-1920000000.0,-2012000000.0,-2187000000.0,-1416000000.0,-2037000000.0
Change To Operating Activities,-2781000000.0,-3342000000.0,-3543000000.0,-2394000000.0,-2940000000.0
Issuance Of Stock,173000000.0,132000000.0,213000000.0,127000000.0,293000000.0
Net Income,2056000000.0,2523000000.0,2622000000.0,2697000000.0,3662000000.0
Change In Cash,37000000.0,29000000.0,121000000.0,227000000.0,40000000.0
Repurchase Of Stock,-1440000000.0,-1321000000.0,-1548000000.0,-672000000.0,-2200000000.0
Effect Of Exchange Rate,11000000.0,-10000000.0,5000000.0,16000000.0,-1000000.0
Total Cash From Operating Activities,4148000000.0,4380000000.0,5205000000.0,6519000000.0,7274000000.0
Depreciation,813000000.0,803000000.0,763000000.0,789000000.0,870000000.0
Other Cashflows From Investing Activities,-288000000.0,-378000000.0,-167000000.0,-377000000.0,-298000000.0
Dividends Paid,-785000000.0,-814000000.0,-844000000.0,-861000000.0,-869000000.0
Change To Account Receivables,-394000000.0,-393000000.0,-384000000.0,94000000.0,-258000000.0
Change To Netincome,-233000000.0,-302000000.0,138000000.0,-32000000.0,-352000000.0
