,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,2686000000.0,2724000000.0,2675000000.0,2729000000.0,2815000000.0,2879000000.0,2848000000.0,2946000000.0
Total Liab,86394000000.0,88535000000.0,87563000000.0,88763000000.0,90603000000.0,92232000000.0,91579000000.0,93061000000.0
Total Stockholder Equity,26943000000.0,27849000000.0,29201000000.0,28269000000.0,29156000000.0,28474000000.0,28887000000.0,25531000000.0
Other Current Liab,15205000000.0,15549000000.0,16558000000.0,15747000000.0,16214000000.0,16681000000.0,17712000000.0,17196000000.0
Total Assets,113337000000.0,116384000000.0,116764000000.0,117032000000.0,119759000000.0,120706000000.0,120466000000.0,118592000000.0
Common Stock,23606000000.0,23646000000.0,23743000000.0,23905000000.0,24002000000.0,24084000000.0,24154000000.0,24348000000.0
Other Current Assets,13003000000.0,13218000000.0,13195000000.0,13185000000.0,12833000000.0,12918000000.0,12957000000.0,13205000000.0
Retained Earnings,37069000000.0,37679000000.0,38771000000.0,39285000000.0,39998000000.0,40438000000.0,41555000000.0,42359000000.0
Other Liab,10118000000.0,10626000000.0,9133000000.0,10424000000.0,10555000000.0,10835000000.0,8886000000.0,10308000000.0
Good Will,3925000000.0,3945000000.0,3976000000.0,4017000000.0,4020000000.0,4005000000.0,4008000000.0,4001000000.0
Treasury Stock,-33732000000.0,-33476000000.0,-33313000000.0,-34921000000.0,-34844000000.0,-36048000000.0,-36822000000.0,-41176000000.0
Other Assets,5002000000.0,5085000000.0,4973000000.0,5402000000.0,5317000000.0,5295000000.0,5413000000.0,6406000000.0
Cash,623000000.0,583000000.0,721000000.0,663000000.0,689000000.0,818000000.0,761000000.0,752000000.0
Total Current Liabilities,69034000000.0,70649000000.0,71721000000.0,71889000000.0,72858000000.0,74207000000.0,75265000000.0,75562000000.0
Deferred Long Term Asset Charges,,,,,,,,662000000.0
Other Stockholder Equity,1882000000.0,2138000000.0,2502000000.0,1291000000.0,1769000000.0,1166000000.0,1193000000.0,-2602000000.0
Total Current Assets,28172000000.0,28355000000.0,27256000000.0,27002000000.0,27780000000.0,26779000000.0,25639000000.0,26017000000.0
Long Term Investments,73552000000.0,76275000000.0,77884000000.0,77882000000.0,79827000000.0,81748000000.0,82558000000.0,79222000000.0
Net Tangible Assets,22699000000.0,23586000000.0,24908000000.0,23934000000.0,24822000000.0,24160000000.0,24573000000.0,21229000000.0
Short Term Investments,6087000000.0,6329000000.0,5511000000.0,4987000000.0,5703000000.0,4754000000.0,3836000000.0,3467000000.0
Net Receivables,8459000000.0,8225000000.0,7829000000.0,8167000000.0,8555000000.0,8289000000.0,8085000000.0,8593000000.0
Long Term Debt,6949000000.0,6950000000.0,6450000000.0,6450000000.0,7190000000.0,7190000000.0,7190000000.0,7191000000.0
Accounts Payable,53676000000.0,54973000000.0,54960000000.0,56042000000.0,56544000000.0,57426000000.0,57360000000.0,58266000000.0
