,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,38000000.0,,,24000000.0,24000000.0,24000000.0,24000000.0
Change To Liabilities,-711000000.0,0.0,0.0,0.0,-593000000.0,0.0,0.0
Total Cashflows From Investing Activities,-15000000.0,-61000000.0,-173000000.0,4734000000.0,165000000.0,311000000.0,-112000000.0
Net Borrowings,1017000000.0,1845000000.0,-2743000000.0,-3702000000.0,-755000000.0,-805000000.0,224000000.0
Total Cash From Financing Activities,962000000.0,1786000000.0,-2749000000.0,-3708000000.0,-805000000.0,-866000000.0,-197000000.0
Change To Operating Activities,125000000.0,-387000000.0,404000000.0,404000000.0,-932000000.0,-474000000.0,-123000000.0
Issuance Of Stock,1000000.0,1000000.0,1000000.0,1000000.0,9000000.0,9000000.0,3000000.0
Net Income,-3495000000.0,-205000000.0,-244000000.0,1098000000.0,-798000000.0,278000000.0,-188000000.0
Change In Cash,1119000000.0,1830000000.0,-2430000000.0,840000000.0,-951000000.0,-508000000.0,239000000.0
Repurchase Of Stock,-1000000.0,-3000000.0,-2000000.0,-2000000.0,-2000000.0,-59000000.0,-104000000.0
Effect Of Exchange Rate,-116000000.0,-14000000.0,23000000.0,11000000.0,19000000.0,13000000.0,-15000000.0
Total Cash From Operating Activities,288000000.0,119000000.0,472000000.0,-187000000.0,-280000000.0,-29000000.0,563000000.0
Depreciation,448000000.0,435000000.0,590000000.0,287000000.0,412000000.0,378000000.0,391000000.0
Other Cashflows From Investing Activities,96000000.0,86000000.0,-60000000.0,-61000000.0,-80000000.0,-49000000.0,-49000000.0
Other Cashflows From Financing Activities,-1000000.0,-3000000.0,-6000000.0,-5000000.0,-48000000.0,-11000000.0,-320000000.0
Change To Netincome,3766000000.0,215000000.0,187000000.0,-2170000000.0,870000000.0,-260000000.0,422000000.0
Capital Expenditures,-110000000.0,-95000000.0,-61000000.0,-59000000.0,-46000000.0,-98000000.0,-67000000.0
Change To Account Receivables,269000000.0,,257000000.0,257000000.0,257000000.0,,
Dividends Paid,-53000000.0,-53000000.0,,,,,
