,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,5731000000.0,5540000000.0,4146000000.0,4019000000.0,4043000000.0,3888000000.0,3691000000.0
Capital Surplus,10714000000.0,10729000000.0,10746000000.0,10748000000.0,10761000000.0,10713000000.0,10646000000.0
Total Liab,20877000000.0,22952000000.0,20919000000.0,17639000000.0,16730000000.0,15481000000.0,15032000000.0
Total Stockholder Equity,4785000000.0,4593000000.0,4401000000.0,5655000000.0,4973000000.0,5077000000.0,4772000000.0
Minority Interest,344000000.0,349000000.0,350000000.0,340000000.0,335000000.0,309000000.0,311000000.0
Other Current Liab,1285000000.0,1289000000.0,1567000000.0,2430000000.0,1828000000.0,1699000000.0,1395000000.0
Total Assets,26006000000.0,27894000000.0,25670000000.0,23634000000.0,22038000000.0,20867000000.0,20115000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,270000000.0,261000000.0,460000000.0,470000000.0,517000000.0,341000000.0,330000000.0
Retained Earnings,-5177000000.0,-5386000000.0,-5631000000.0,-4533000000.0,-5331000000.0,-5045000000.0,-5225000000.0
Other Liab,3247000000.0,3085000000.0,3025000000.0,2812000000.0,3197000000.0,2988000000.0,2988000000.0
Good Will,2017000000.0,2057000000.0,725000000.0,736000000.0,641000000.0,639000000.0,631000000.0
Treasury Stock,-755000000.0,-753000000.0,-717000000.0,-563000000.0,-460000000.0,-594000000.0,-652000000.0
Other Assets,4245000000.0,4428000000.0,7431000000.0,4932000000.0,4777000000.0,4600000000.0,4486000000.0
Cash,3679000000.0,5509000000.0,3079000000.0,3919000000.0,2968000000.0,2460000000.0,2699000000.0
Total Current Liabilities,7895000000.0,8325000000.0,8656000000.0,8270000000.0,8150000000.0,7406000000.0,6819000000.0
Deferred Long Term Asset Charges,265000000.0,285000000.0,292000000.0,315000000.0,289000000.0,238000000.0,255000000.0
Short Long Term Debt,290000000.0,283000000.0,282000000.0,252000000.0,556000000.0,220000000.0,179000000.0
Other Stockholder Equity,-603000000.0,-599000000.0,-562000000.0,-407000000.0,-302000000.0,-426000000.0,-482000000.0
Property Plant Equipment,4975000000.0,5105000000.0,4972000000.0,4780000000.0,4312000000.0,4140000000.0,3865000000.0
Total Current Assets,8987000000.0,10708000000.0,8337000000.0,9105000000.0,8208000000.0,7541000000.0,7384000000.0
Long Term Investments,51000000.0,56000000.0,59000000.0,62000000.0,57000000.0,59000000.0,58000000.0
Net Tangible Assets,-2963000000.0,-3004000000.0,-470000000.0,900000000.0,289000000.0,550000000.0,450000000.0
Net Receivables,4392000000.0,4271000000.0,4194000000.0,4130000000.0,4156000000.0,4081000000.0,3821000000.0
Long Term Debt,8059000000.0,9743000000.0,7472000000.0,4899000000.0,3849000000.0,3668000000.0,3968000000.0
Accounts Payable,1598000000.0,1522000000.0,1345000000.0,852000000.0,914000000.0,857000000.0,724000000.0
Deferred Long Term Liab,1136000000.0,,,,1144000000.0,,
