,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,69000000.0,-32000000.0,36000000.0,-77000000.0,-290000000.0
Change To Liabilities,-565000000.0,40000000.0,141000000.0,218000000.0,145000000.0
Total Cashflows From Investing Activities,-3420000000.0,-406000000.0,36000000.0,-1077000000.0,-2619000000.0
Net Borrowings,2122000000.0,159000000.0,-129000000.0,688000000.0,1172000000.0
Total Cash From Financing Activities,1600000000.0,-412000000.0,-1563000000.0,-351000000.0,-122000000.0
Change To Operating Activities,199000000.0,-45000000.0,-131000000.0,-199000000.0,-104000000.0
Issuance Of Stock,56000000.0,47000000.0,45000000.0,51000000.0,38000000.0
Net Income,1001000000.0,1310000000.0,1422000000.0,1778000000.0,2214000000.0
Change In Cash,-980000000.0,613000000.0,147000000.0,765000000.0,-786000000.0
Repurchase Of Stock,-249000000.0,-265000000.0,-1068000000.0,-607000000.0,-833000000.0
Effect Of Exchange Rate,85000000.0,-30000000.0,-1000000.0,47000000.0,-50000000.0
Total Cash From Operating Activities,755000000.0,1461000000.0,1675000000.0,2146000000.0,2005000000.0
Depreciation,158000000.0,192000000.0,200000000.0,220000000.0,257000000.0
Other Cashflows From Investing Activities,113000000.0,5000000.0,5000000.0,-11000000.0,-11000000.0
Dividends Paid,-290000000.0,-337000000.0,-378000000.0,-420000000.0,-463000000.0
Change To Account Receivables,-148000000.0,-136000000.0,-134000000.0,31000000.0,-257000000.0
Other Cashflows From Financing Activities,-39000000.0,-16000000.0,-33000000.0,-63000000.0,-36000000.0
Change To Netincome,47000000.0,41000000.0,169000000.0,110000000.0,-66000000.0
Capital Expenditures,-91000000.0,-91000000.0,-69000000.0,-103000000.0,-139000000.0
