,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1697000000.0,1717000000.0,1824000000.0,1810000000.0,1784000000.0,2510000000.0,2467000000.0
Capital Surplus,651000000.0,699000000.0,735000000.0,739000000.0,784000000.0,832000000.0,885000000.0
Total Liab,10061000000.0,9979000000.0,10646000000.0,10275000000.0,10172000000.0,11795000000.0,11764000000.0
Total Stockholder Equity,1041000000.0,1497000000.0,1569000000.0,2030000000.0,2186000000.0,2430000000.0,2727000000.0
Minority Interest,196000000.0,196000000.0,194000000.0,195000000.0,194000000.0,189000000.0,189000000.0
Deferred Long Term Liab,116000000.0,118000000.0,134000000.0,143000000.0,142000000.0,137000000.0,138000000.0
Other Current Liab,1404000000.0,1199000000.0,1467000000.0,1611000000.0,1456000000.0,1530000000.0,1606000000.0
Total Assets,11298000000.0,11672000000.0,12409000000.0,12500000000.0,12552000000.0,14414000000.0,14680000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,165000000.0,135000000.0,198000000.0,172000000.0,176000000.0,144000000.0,178000000.0
Retained Earnings,10442000000.0,10804000000.0,11011000000.0,11632000000.0,12094000000.0,12451000000.0,12762000000.0
Other Liab,1391000000.0,1455000000.0,1574000000.0,1369000000.0,1376000000.0,1549000000.0,1377000000.0
Good Will,4162000000.0,4282000000.0,4556000000.0,4566000000.0,4590000000.0,5898000000.0,5999000000.0
Treasury Stock,-10055000000.0,-10009000000.0,-10180000000.0,-10344000000.0,-10695000000.0,-10856000000.0,-10923000000.0
Other Assets,399000000.0,460000000.0,591000000.0,531000000.0,534000000.0,760000000.0,873000000.0
Cash,2099000000.0,2492000000.0,2597000000.0,2769000000.0,2809000000.0,2239000000.0,1811000000.0
Total Current Liabilities,1886000000.0,1721000000.0,2222000000.0,2154000000.0,2050000000.0,2793000000.0,2496000000.0
Deferred Long Term Asset Charges,188000000.0,232000000.0,334000000.0,240000000.0,249000000.0,363000000.0,384000000.0
Short Long Term Debt,,,,,,507000000.0,
Other Stockholder Equity,-542000000.0,-504000000.0,-432000000.0,-440000000.0,-425000000.0,-462000000.0,-410000000.0
Property Plant Equipment,727000000.0,692000000.0,671000000.0,644000000.0,639000000.0,752000000.0,785000000.0
Total Current Assets,3963000000.0,4281000000.0,4509000000.0,4695000000.0,4734000000.0,4255000000.0,4011000000.0
Long Term Investments,350000000.0,240000000.0,258000000.0,254000000.0,271000000.0,239000000.0,545000000.0
Net Tangible Assets,-4818000000.0,-4502000000.0,-4811000000.0,-4346000000.0,-4188000000.0,-5978000000.0,-5739000000.0
Short Term Investments,100000000.0,96000000.0,99000000.0,96000000.0,88000000.0,104000000.0,91000000.0
Net Receivables,1401000000.0,1360000000.0,1430000000.0,1497000000.0,1458000000.0,1589000000.0,1720000000.0
Long Term Debt,6333000000.0,6364000000.0,6423000000.0,6346000000.0,6360000000.0,6983000000.0,7436000000.0
Accounts Payable,36000000.0,26000000.0,39000000.0,21000000.0,18000000.0,30000000.0,47000000.0
