,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,1631600000.0,1566000000.0,1498000000.0,1824000000.0
Capital Surplus,528600000.0,601000000.0,642000000.0,735000000.0
Total Liab,8709100000.0,8870000000.0,9428000000.0,10646000000.0
Total Stockholder Equity,-327700000.0,459000000.0,612000000.0,1569000000.0
Minority Interest,212800000.0,197000000.0,225000000.0,194000000.0
Deferred Long Term Liab,,79000000.0,119000000.0,134000000.0
Other Current Liab,1074400000.0,1201000000.0,1287000000.0,1467000000.0
Total Assets,8594200000.0,9526000000.0,10265000000.0,12409000000.0
Common Stock,3400000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,63500000.0,115000000.0,180000000.0,198000000.0
Retained Earnings,7465400000.0,8594000000.0,9656000000.0,11011000000.0
Other Liab,1531200000.0,1540000000.0,1450000000.0,1574000000.0
Good Will,3753200000.0,3781000000.0,3722000000.0,4556000000.0
Treasury Stock,-8325100000.0,-8739000000.0,-9689000000.0,-10180000000.0
Other Assets,182000000.0,322000000.0,464000000.0,591000000.0
Cash,1071500000.0,1685000000.0,1832000000.0,2597000000.0
Total Current Liabilities,2063300000.0,2099000000.0,1912000000.0,2222000000.0
Deferred Long Term Asset Charges,143800000.0,197000000.0,229000000.0,334000000.0
Other Stockholder Equity,-172200000.0,-426000000.0,-439000000.0,-432000000.0
Property Plant Equipment,325100000.0,320000000.0,748000000.0,671000000.0
Total Current Assets,2580600000.0,3387000000.0,3679000000.0,4509000000.0
Long Term Investments,121700000.0,150000000.0,154000000.0,258000000.0
Net Tangible Assets,-5712500000.0,-4888000000.0,-4608000000.0,-4811000000.0
Short Term Investments,111800000.0,133000000.0,98000000.0,99000000.0
Net Receivables,1147200000.0,1287000000.0,1419000000.0,1430000000.0
Long Term Debt,5114600000.0,5231000000.0,5581000000.0,6423000000.0
Accounts Payable,21800000.0,30000000.0,38000000.0,39000000.0
Short Long Term Debt,299500000.0,450000000.0,,
