,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1024000000.0,1024000000.0,1037000000.0,1002000000.0,1071000000.0,481000000.0,509000000.0
Capital Surplus,5307000000.0,5327000000.0,5345000000.0,5350000000.0,5366000000.0,5384000000.0,5411000000.0
Total Liab,19810000000.0,20291000000.0,18515000000.0,18050000000.0,18618000000.0,18566000000.0,19078000000.0
Total Stockholder Equity,4028000000.0,5096000000.0,6252000000.0,6489000000.0,6756000000.0,6900000000.0,6767000000.0
Minority Interest,338000000.0,341000000.0,326000000.0,329000000.0,364000000.0,322000000.0,327000000.0
Other Current Liab,983000000.0,1037000000.0,1089000000.0,1079000000.0,1156000000.0,2134000000.0,1601000000.0
Total Assets,24176000000.0,25728000000.0,25093000000.0,24868000000.0,25738000000.0,25788000000.0,26172000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,284000000.0,280000000.0,343000000.0,350000000.0,416000000.0,3532000000.0,3544000000.0
Retained Earnings,191000000.0,932000000.0,1643000000.0,2027000000.0,2305000000.0,2774000000.0,2865000000.0
Other Liab,2605000000.0,2682000000.0,2727000000.0,2714000000.0,2779000000.0,2425000000.0,2411000000.0
Good Will,9735000000.0,9906000000.0,10139000000.0,10077000000.0,10279000000.0,9237000000.0,9349000000.0
Treasury Stock,-1479000000.0,-1172000000.0,-745000000.0,-897000000.0,-924000000.0,-1267000000.0,-1518000000.0
Other Assets,1173000000.0,1269000000.0,1282000000.0,1384000000.0,1439000000.0,761000000.0,848000000.0
Cash,2704000000.0,3848000000.0,3115000000.0,2599000000.0,2630000000.0,2671000000.0,2987000000.0
Total Current Liabilities,4789000000.0,5182000000.0,5110000000.0,5138000000.0,5604000000.0,6068000000.0,6627000000.0
Deferred Long Term Asset Charges,419000000.0,439000000.0,449000000.0,461000000.0,461000000.0,456000000.0,563000000.0
Short Long Term Debt,301000000.0,223000000.0,191000000.0,153000000.0,125000000.0,130000000.0,183000000.0
Other Stockholder Equity,-1479000000.0,-1172000000.0,-745000000.0,-859000000.0,-794000000.0,-991000000.0,-989000000.0
Property Plant Equipment,2494000000.0,2499000000.0,2598000000.0,2547000000.0,2623000000.0,2390000000.0,2466000000.0
Total Current Assets,8053000000.0,9334000000.0,8524000000.0,8328000000.0,8754000000.0,11300000000.0,11407000000.0
Long Term Investments,1697000000.0,1696000000.0,1513000000.0,1530000000.0,1572000000.0,1619000000.0,1593000000.0
Net Tangible Assets,-6731000000.0,-5834000000.0,-4924000000.0,-4590000000.0,-4594000000.0,-2818000000.0,-3091000000.0
Net Receivables,3426000000.0,3625000000.0,3437000000.0,3525000000.0,3823000000.0,3171000000.0,2906000000.0
Long Term Debt,11728000000.0,11745000000.0,10030000000.0,9577000000.0,9600000000.0,9558000000.0,9513000000.0
Inventory,1639000000.0,1581000000.0,1629000000.0,1854000000.0,1885000000.0,1926000000.0,1970000000.0
Accounts Payable,1765000000.0,2019000000.0,1936000000.0,2175000000.0,2362000000.0,2158000000.0,2334000000.0
