,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,162000000.0,384000000.0,-290000000.0,190000000.0,220000000.0,129000000.0,341000000.0,145000000.0
Total Cashflows From Investing Activities,25000000.0,333000000.0,876000000.0,-49000000.0,-252000000.0,-125000000.0,-266000000.0,2820000000.0
Net Borrowings,798000000.0,-65000000.0,-1766000000.0,-491000000.0,-53000000.0,-43000000.0,36000000.0,-1142000000.0
Total Cash From Financing Activities,1391000000.0,-142000000.0,-1854000000.0,-643000000.0,-255000000.0,-327000000.0,-337000000.0,-2020000000.0
Change To Operating Activities,15000000.0,20000000.0,-49000000.0,-23000000.0,-4000000.0,7000000.0,9000000.0,-15000000.0
Net Income,261000000.0,741000000.0,884000000.0,384000000.0,487000000.0,469000000.0,324000000.0,1379000000.0
Change In Cash,1936000000.0,1145000000.0,-738000000.0,-517000000.0,61000000.0,40000000.0,284000000.0,597000000.0
Repurchase Of Stock,-36000000.0,-36000000.0,-36000000.0,-36000000.0,-94000000.0,-145000000.0,-252000000.0,-734000000.0
Effect Of Exchange Rate,11000000.0,17000000.0,45000000.0,-9000000.0,7000000.0,-13000000.0,-1000000.0,-1000000.0
Total Cash From Operating Activities,509000000.0,937000000.0,199000000.0,184000000.0,561000000.0,579000000.0,913000000.0,-202000000.0
Depreciation,78000000.0,82000000.0,95000000.0,83000000.0,85000000.0,83000000.0,87000000.0,79000000.0
Other Cashflows From Investing Activities,71000000.0,90000000.0,-40000000.0,10000000.0,-13000000.0,-6000000.0,20000000.0,-50000000.0
Dividends Paid,-70000000.0,-70000000.0,-68000000.0,-104000000.0,-105000000.0,-104000000.0,-104000000.0,-129000000.0
Change To Inventory,-61000000.0,88000000.0,-3000000.0,-248000000.0,38000000.0,-134000000.0,-64000000.0,-390000000.0
Change To Account Receivables,-55000000.0,-124000000.0,277000000.0,-127000000.0,-202000000.0,-27000000.0,212000000.0,-361000000.0
Other Cashflows From Financing Activities,593000000.0,-7000000.0,-20000000.0,-12000000.0,-3000000.0,-35000000.0,-17000000.0,-15000000.0
Change To Netincome,109000000.0,-254000000.0,-715000000.0,-75000000.0,-63000000.0,52000000.0,4000000.0,-1039000000.0
Capital Expenditures,-46000000.0,-57000000.0,-161000000.0,-53000000.0,-79000000.0,-74000000.0,-138000000.0,-56000000.0
Investments,300000000.0,300000000.0,1077000000.0,7000000.0,7000000.0,7000000.0,7000000.0,
