,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,6276000000.0,6156000000.0,6078000000.0,5823000000.0,5835000000.0
Capital Surplus,10298000000.0,10372000000.0,10489000000.0,10552000000.0,10720000000.0
Total Liab,12537000000.0,13437000000.0,15429000000.0,18241000000.0,16260000000.0
Total Stockholder Equity,1688000000.0,551000000.0,-482000000.0,-1490000000.0,-821000000.0
Minority Interest,3000000.0,7000000.0,10000000.0,4000000.0,2000000.0
Other Current Liab,378000000.0,885000000.0,950000000.0,806000000.0,906000000.0
Total Assets,14228000000.0,13995000000.0,14957000000.0,16755000000.0,15441000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,269000000.0,270000000.0,164000000.0,143000000.0,287000000.0
Retained Earnings,-6981000000.0,-6417000000.0,-5965000000.0,-6732000000.0,-6322000000.0
Other Liab,3519000000.0,3556000000.0,3528000000.0,4326000000.0,3618000000.0
Good Will,5190000000.0,5160000000.0,5159000000.0,5095000000.0,5071000000.0
Treasury Stock,-1632000000.0,-3407000000.0,-5009000000.0,-5313000000.0,-5222000000.0
Other Assets,391000000.0,313000000.0,380000000.0,517000000.0,665000000.0
Cash,570000000.0,403000000.0,538000000.0,3218000000.0,1427000000.0
Total Current Liabilities,2462000000.0,2615000000.0,2871000000.0,2431000000.0,3019000000.0
Deferred Long Term Asset Charges,111000000.0,90000000.0,100000000.0,194000000.0,213000000.0
Other Stockholder Equity,-741000000.0,-782000000.0,-840000000.0,-860000000.0,-779000000.0
Property Plant Equipment,353000000.0,367000000.0,1247000000.0,1118000000.0,999000000.0
Total Current Assets,2007000000.0,1983000000.0,2093000000.0,4202000000.0,2871000000.0
Net Tangible Assets,-9778000000.0,-10765000000.0,-11719000000.0,-12408000000.0,-11727000000.0
Net Receivables,1041000000.0,1150000000.0,1261000000.0,771000000.0,1068000000.0
Long Term Debt,6323000000.0,7041000000.0,7785000000.0,10317000000.0,8599000000.0
Accounts Payable,282000000.0,283000000.0,303000000.0,224000000.0,274000000.0
Short Long Term Debt,46000000.0,16000000.0,,,
Long Term Investments,11000000.0,16000000.0,,,
