,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,5885000000.0,5823000000.0,5823000000.0,5827000000.0,5847000000.0,5828000000.0,5835000000.0
Capital Surplus,10465000000.0,10491000000.0,10552000000.0,10547000000.0,10603000000.0,10654000000.0,10720000000.0
Total Liab,18417000000.0,18448000000.0,18241000000.0,17594000000.0,16506000000.0,16442000000.0,16260000000.0
Total Stockholder Equity,-1299000000.0,-1324000000.0,-1490000000.0,-1623000000.0,-1417000000.0,-1128000000.0,-821000000.0
Minority Interest,8000000.0,5000000.0,4000000.0,3000000.0,1000000.0,,2000000.0
Other Current Liab,277000000.0,260000000.0,806000000.0,364000000.0,387000000.0,298000000.0,906000000.0
Total Assets,17126000000.0,17129000000.0,16755000000.0,15974000000.0,15090000000.0,15314000000.0,15441000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,156000000.0,176000000.0,143000000.0,165000000.0,267000000.0,270000000.0,287000000.0
Retained Earnings,-6429000000.0,-6508000000.0,-6732000000.0,-6840000000.0,-6710000000.0,-6469000000.0,-6322000000.0
Other Liab,4653000000.0,4668000000.0,4326000000.0,4167000000.0,3990000000.0,4142000000.0,3618000000.0
Good Will,5147000000.0,5169000000.0,5095000000.0,5084000000.0,5090000000.0,5078000000.0,5071000000.0
Treasury Stock,-5338000000.0,-5310000000.0,-5313000000.0,-5333000000.0,-5313000000.0,-5316000000.0,-5222000000.0
Other Assets,422000000.0,435000000.0,517000000.0,505000000.0,698000000.0,692000000.0,665000000.0
Cash,3503000000.0,3405000000.0,3218000000.0,2402000000.0,1044000000.0,1288000000.0,1427000000.0
Total Current Liabilities,2306000000.0,2299000000.0,2431000000.0,2476000000.0,2779000000.0,2622000000.0,3019000000.0
Deferred Long Term Asset Charges,118000000.0,120000000.0,194000000.0,194000000.0,257000000.0,244000000.0,213000000.0
Other Stockholder Equity,-881000000.0,-853000000.0,-860000000.0,-880000000.0,-866000000.0,-869000000.0,-779000000.0
Property Plant Equipment,1095000000.0,1118000000.0,1118000000.0,1090000000.0,1076000000.0,1022000000.0,999000000.0
Total Current Assets,4577000000.0,4584000000.0,4202000000.0,3468000000.0,2379000000.0,2694000000.0,2871000000.0
Net Tangible Assets,-12331000000.0,-12316000000.0,-12408000000.0,-12534000000.0,-12354000000.0,-12034000000.0,-11727000000.0
Net Receivables,827000000.0,890000000.0,771000000.0,797000000.0,952000000.0,1012000000.0,1068000000.0
Long Term Debt,10332000000.0,10328000000.0,10317000000.0,9802000000.0,8609000000.0,8617000000.0,8599000000.0
Accounts Payable,1175000000.0,1203000000.0,224000000.0,1114000000.0,1351000000.0,1433000000.0,274000000.0
