,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,317000000.0,130000000.0,82000000.0,-199000000.0,145000000.0
Total Cashflows From Investing Activities,-147000000.0,-131000000.0,-123000000.0,-107000000.0,-57000000.0
Net Borrowings,-36000000.0,671000000.0,653000000.0,2469000000.0,-1720000000.0
Total Cash From Financing Activities,-1724000000.0,-1300000000.0,-1113000000.0,2032000000.0,-1793000000.0
Change To Operating Activities,-96000000.0,128000000.0,165000000.0,665000000.0,-450000000.0
Net Income,1084000000.0,764000000.0,881000000.0,-715000000.0,410000000.0
Change In Cash,-1014000000.0,-186000000.0,146000000.0,2633000000.0,-1751000000.0
Repurchase Of Stock,-922000000.0,-1765000000.0,-1565000000.0,-323000000.0,-49000000.0
Total Cash From Operating Activities,849000000.0,1255000000.0,1384000000.0,708000000.0,109000000.0
Depreciation,336000000.0,325000000.0,346000000.0,331000000.0,188000000.0
Other Cashflows From Investing Activities,-21000000.0,-22000000.0,-41000000.0,-19000000.0,16000000.0
Dividends Paid,-195000000.0,-181000000.0,-172000000.0,-42000000.0,
Change To Account Receivables,-204000000.0,-161000000.0,-105000000.0,488000000.0,-301000000.0
Other Cashflows From Financing Activities,-571000000.0,-25000000.0,-29000000.0,-72000000.0,-76000000.0
Change To Netincome,-620000000.0,26000000.0,-30000000.0,92000000.0,69000000.0
Capital Expenditures,-58000000.0,-72000000.0,-81000000.0,-46000000.0,-35000000.0
Effect Of Exchange Rate,8000000.0,-10000000.0,-2000000.0,,-10000000.0
Issuance Of Stock,,,,,52000000.0
