,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27
Investments,-2781000000.0,123000000.0,-636000000.0,-242000000.0,136000000.0,710000000.0,709000000.0,15000000.0
Change To Liabilities,-55000000.0,114000000.0,22000000.0,164000000.0,140000000.0,-33000000.0,703000000.0,137000000.0
Total Cashflows From Investing Activities,-3156000000.0,-338000000.0,-1202000000.0,-1832000000.0,-372000000.0,50000000.0,-112000000.0,-526000000.0
Total Cash From Financing Activities,-1003000000.0,-836000000.0,-1645000000.0,-2143000000.0,-1608000000.0,-1402000000.0,-2446000000.0,-1598000000.0
Change To Operating Activities,185000000.0,280000000.0,181000000.0,-93000000.0,756000000.0,-1402000000.0,-1999000000.0,-184000000.0
Issuance Of Stock,2000000.0,153000000.0,174000000.0,174000000.0,173000000.0,173000000.0,187000000.0,187000000.0
Net Income,845000000.0,2960000000.0,2455000000.0,1762000000.0,2027000000.0,2798000000.0,3399000000.0,2934000000.0
Change In Cash,-2283000000.0,587000000.0,369000000.0,-1076000000.0,1399000000.0,-283000000.0,-509000000.0,566000000.0
Repurchase Of Stock,-204000000.0,-18000000.0,-893000000.0,-1573000000.0,-839000000.0,-798000000.0,-1678000000.0,-1013000000.0
Effect Of Exchange Rate,4000000.0,20000000.0,41000000.0,-12000000.0,6000000.0,-8000000.0,-8000000.0,-8000000.0
Total Cash From Operating Activities,1872000000.0,1741000000.0,3175000000.0,2911000000.0,3373000000.0,1077000000.0,2057000000.0,2698000000.0
Depreciation,363000000.0,339000000.0,364000000.0,387000000.0,406000000.0,425000000.0,406000000.0,428000000.0
Dividends Paid,-733000000.0,-734000000.0,-739000000.0,-734000000.0,-767000000.0,-768000000.0,-765000000.0,-764000000.0
Change To Inventory,-641000000.0,-219000000.0,62000000.0,-122000000.0,-449000000.0,-113000000.0,-638000000.0,-699000000.0
Change To Account Receivables,1229000000.0,-2151000000.0,-141000000.0,799000000.0,394000000.0,-626000000.0,-454000000.0,-47000000.0
Other Cashflows From Financing Activities,-58000000.0,-18000000.0,-14000000.0,-9000000.0,-2000000.0,-10000000.0,-3000000.0,-8000000.0
Change To Netincome,-54000000.0,418000000.0,232000000.0,14000000.0,98000000.0,28000000.0,640000000.0,129000000.0
Capital Expenditures,-418000000.0,-348000000.0,-469000000.0,-483000000.0,-506000000.0,-430000000.0,-583000000.0,-491000000.0
Net Borrowings,-10000000.0,-219000000.0,1000000.0,-1000000.0,1000000.0,1000000.0,,
Other Cashflows From Investing Activities,74000000.0,-87000000.0,41000000.0,-9000000.0,46000000.0,-137000000.0,,
