,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27,2022-06-26
Intangible Assets,1749000000.0,1653000000.0,1541000000.0,1662000000.0,1542000000.0,1458000000.0,1373000000.0,1258000000.0,1954000000.0
Total Liab,29022000000.0,29517000000.0,30099000000.0,29744000000.0,30592000000.0,31290000000.0,31487000000.0,30974000000.0,30972000000.0
Total Stockholder Equity,3306000000.0,6077000000.0,7380000000.0,7424000000.0,8177000000.0,9950000000.0,11333000000.0,13328000000.0,16048000000.0
Other Current Liab,4220000000.0,3002000000.0,5145000000.0,5028000000.0,5165000000.0,3526000000.0,5265000000.0,5099000000.0,4554000000.0
Total Assets,32328000000.0,35594000000.0,37479000000.0,37168000000.0,38769000000.0,41240000000.0,42820000000.0,44302000000.0,47020000000.0
Other Current Assets,768000000.0,704000000.0,794000000.0,759000000.0,701000000.0,854000000.0,1019000000.0,1425000000.0,2929000000.0
Retained Earnings,3081000000.0,5284000000.0,6974000000.0,7143000000.0,7993000000.0,9822000000.0,11275000000.0,13113000000.0,15830000000.0
Other Liab,5309000000.0,5132000000.0,5645000000.0,5439000000.0,5399000000.0,5210000000.0,5506000000.0,5347000000.0,5543000000.0
Good Will,6299000000.0,6323000000.0,6358000000.0,7220000000.0,7229000000.0,7246000000.0,7264000000.0,7261000000.0,10719000000.0
Treasury Stock,112000000.0,207000000.0,293000000.0,281000000.0,184000000.0,128000000.0,58000000.0,215000000.0,218000000.0
Other Assets,3780000000.0,3911000000.0,5720000000.0,5766000000.0,5881000000.0,6124000000.0,9238000000.0,9280000000.0,10310000000.0
Cash,6120000000.0,6707000000.0,7076000000.0,6000000000.0,7399000000.0,7116000000.0,6607000000.0,7173000000.0,2676000000.0
Total Current Liabilities,7914000000.0,8672000000.0,9223000000.0,9070000000.0,11460000000.0,11951000000.0,12273000000.0,13432000000.0,11829000000.0
Deferred Long Term Asset Charges,1345000000.0,1351000000.0,1319000000.0,1325000000.0,1450000000.0,1591000000.0,1454000000.0,1545000000.0,1778000000.0
Other Stockholder Equity,112000000.0,207000000.0,293000000.0,281000000.0,184000000.0,128000000.0,58000000.0,215000000.0,218000000.0
Property Plant Equipment,3945000000.0,4171000000.0,4033000000.0,4186000000.0,4424000000.0,5072000000.0,4723000000.0,4893000000.0,5038000000.0
Total Current Assets,15558000000.0,18519000000.0,19792000000.0,18299000000.0,19693000000.0,20075000000.0,20222000000.0,21610000000.0,18999000000.0
Net Tangible Assets,-4742000000.0,-1899000000.0,-519000000.0,-1458000000.0,-594000000.0,1246000000.0,2696000000.0,4809000000.0,3375000000.0
Short Term Investments,4480000000.0,4507000000.0,5222000000.0,5526000000.0,5508000000.0,5298000000.0,4703000000.0,4373000000.0,4172000000.0
Net Receivables,1847000000.0,4003000000.0,4148000000.0,3346000000.0,2952000000.0,3579000000.0,4032000000.0,4084000000.0,3804000000.0
Long Term Debt,15425000000.0,15226000000.0,15231000000.0,15235000000.0,13733000000.0,13701000000.0,13708000000.0,12195000000.0,13600000000.0
Inventory,2343000000.0,2598000000.0,2552000000.0,2668000000.0,3133000000.0,3228000000.0,3861000000.0,4555000000.0,5418000000.0
Accounts Payable,2046000000.0,2248000000.0,2429000000.0,2548000000.0,2709000000.0,2750000000.0,3526000000.0,3724000000.0,3752000000.0
Short Long Term Debt,,,,,1583000000.0,1544000000.0,,2985000000.0,
Long Term Investments,997000000.0,1017000000.0,35000000.0,35000000.0,,1265000000.0,,,
Common Stock,113000000.0,586000000.0,113000000.0,,,,,,
