,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,,,,,,,,,241000000.0
Capital Surplus,6283000000.0,6302000000.0,6325000000.0,6267000000.0,6330000000.0,6371000000.0,4668000000.0,4670000000.0,4675000000.0
Total Liab,25459000000.0,24744000000.0,23850000000.0,23706000000.0,23094000000.0,19848000000.0,16161000000.0,16271000000.0,16239000000.0
Total Stockholder Equity,7057000000.0,7093000000.0,7854000000.0,7758000000.0,8352000000.0,9622000000.0,9082000000.0,8887000000.0,9043000000.0
Deferred Long Term Liab,807000000.0,776000000.0,745000000.0,729000000.0,738000000.0,704000000.0,568000000.0,592000000.0,322000000.0
Other Current Liab,5551000000.0,5481000000.0,5321000000.0,5499000000.0,5353000000.0,1126000000.0,770000000.0,806000000.0,858000000.0
Total Assets,32519000000.0,31840000000.0,31718000000.0,31477000000.0,31448000000.0,29471000000.0,25243000000.0,25158000000.0,25282000000.0
Common Stock,449000000.0,449000000.0,449000000.0,449000000.0,449000000.0,449000000.0,449000000.0,449000000.0,449000000.0
Other Current Assets,281000000.0,5181000000.0,5172000000.0,5773000000.0,5668000000.0,1745000000.0,132000000.0,262000000.0,204000000.0
Retained Earnings,8123000000.0,8122000000.0,8070000000.0,8214000000.0,8442000000.0,9103000000.0,9029000000.0,9218000000.0,9557000000.0
Other Liab,7403000000.0,7453000000.0,7187000000.0,7086000000.0,7123000000.0,6646000000.0,6398000000.0,6420000000.0,6367000000.0
Good Will,3304000000.0,3304000000.0,3315000000.0,3242000000.0,3317000000.0,3274000000.0,3130000000.0,3128000000.0,3124000000.0
Treasury Stock,-7798000000.0,-7780000000.0,-6990000000.0,-7172000000.0,-6869000000.0,-6301000000.0,-5064000000.0,-5450000000.0,-5638000000.0
Other Assets,807000000.0,3028000000.0,3002000000.0,2990000000.0,3004000000.0,3520000000.0,3442000000.0,3529000000.0,3324000000.0
Cash,847000000.0,678000000.0,595000000.0,787000000.0,706000000.0,2122000000.0,1295000000.0,1031000000.0,826000000.0
Total Current Liabilities,8330000000.0,8476000000.0,8284000000.0,8390000000.0,8635000000.0,4698000000.0,4144000000.0,4142000000.0,4352000000.0
Short Long Term Debt,21000000.0,27000000.0,16000000.0,19000000.0,103000000.0,221000000.0,186000000.0,187000000.0,283000000.0
Other Stockholder Equity,-5149000000.0,-5132000000.0,-4342000000.0,-4453000000.0,-4094000000.0,-3314000000.0,-1666000000.0,-1694000000.0,-1489000000.0
Property Plant Equipment,13304000000.0,13120000000.0,12987000000.0,12367000000.0,12279000000.0,12068000000.0,10824000000.0,10709000000.0,10617000000.0
Total Current Assets,6599000000.0,11288000000.0,11236000000.0,12167000000.0,12226000000.0,9896000000.0,7096000000.0,7184000000.0,7046000000.0
Long Term Investments,8505000000.0,1100000000.0,1178000000.0,711000000.0,622000000.0,713000000.0,751000000.0,608000000.0,930000000.0
Net Tangible Assets,3753000000.0,3789000000.0,4539000000.0,4516000000.0,5035000000.0,6348000000.0,5952000000.0,5759000000.0,5678000000.0
Short Term Investments,,,,,,,245000000.0,291000000.0,151000000.0
Net Receivables,3461000000.0,3422000000.0,3419000000.0,3779000000.0,4024000000.0,3976000000.0,3610000000.0,3854000000.0,3968000000.0
Long Term Debt,9348000000.0,8442000000.0,7982000000.0,7874000000.0,6995000000.0,8166000000.0,5327000000.0,5414000000.0,5223000000.0
Inventory,2010000000.0,2007000000.0,2050000000.0,1828000000.0,1828000000.0,2053000000.0,1814000000.0,1746000000.0,1897000000.0
Accounts Payable,2206000000.0,2226000000.0,2320000000.0,2354000000.0,2565000000.0,2704000000.0,2606000000.0,2657000000.0,2678000000.0
Minority Interest,3000000.0,3000000.0,14000000.0,13000000.0,2000000.0,1000000.0,,,
