,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,141000000.0,49000000.0,-86000000.0,10000000.0,307000000.0
Total Cashflows From Investing Activities,-3684000000.0,-4551000000.0,-1710000000.0,-223000000.0,-3611000000.0
Net Borrowings,1594000000.0,2236000000.0,-418000000.0,-1985000000.0,-98000000.0
Total Cash From Financing Activities,1497000000.0,1397000000.0,-1305000000.0,-2293000000.0,-140000000.0
Change To Operating Activities,50000000.0,40000000.0,-150000000.0,-226000000.0,335000000.0
Net Income,1346000000.0,1096000000.0,1174000000.0,890000000.0,1386000000.0
Change In Cash,40000000.0,-309000000.0,9000000.0,150000000.0,-58000000.0
Repurchase Of Stock,-56000000.0,-817000000.0,-870000000.0,-286000000.0,-34000000.0
Effect Of Exchange Rate,18000000.0,-8000000.0,8000000.0,8000000.0,4000000.0
Total Cash From Operating Activities,2209000000.0,2853000000.0,3024000000.0,2658000000.0,3689000000.0
Depreciation,259000000.0,308000000.0,407000000.0,387000000.0,372000000.0
Other Cashflows From Investing Activities,21000000.0,22000000.0,24000000.0,40000000.0,25000000.0
Change To Inventory,1000000.0,-20000000.0,-8000000.0,-5000000.0,9000000.0
Change To Account Receivables,-184000000.0,-115000000.0,39000000.0,218000000.0,-300000000.0
Other Cashflows From Financing Activities,-44000000.0,-24000000.0,-28000000.0,-23000000.0,-8000000.0
Change To Netincome,-537000000.0,120000000.0,2000000.0,-231000000.0,-44000000.0
Capital Expenditures,-1339000000.0,-1627000000.0,-1519000000.0,-300000000.0,-2230000000.0
Investments,-5000000.0,-3000000.0,-3000000.0,-3000000.0,
Issuance Of Stock,3000000.0,2000000.0,11000000.0,1000000.0,
