,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,409000000.0,28000000.0,-121000000.0,-29000000.0
Change To Liabilities,26000000.0,88000000.0,75000000.0,18000000.0
Total Cashflows From Investing Activities,130000000.0,-135000000.0,-535000000.0,-576000000.0
Net Borrowings,-1158000000.0,-5000000.0,282000000.0,-541000000.0
Total Cash From Financing Activities,-1789000000.0,-625000000.0,-364000000.0,-1162000000.0
Change To Operating Activities,-43000000.0,190000000.0,-169000000.0,142000000.0
Issuance Of Stock,3000000.0,3000000.0,2000000.0,4000000.0
Net Income,1409000000.0,607000000.0,455000000.0,-637000000.0
Change In Cash,214000000.0,510000000.0,153000000.0,-396000000.0
Total Cash From Operating Activities,1873000000.0,1268000000.0,1050000000.0,1339000000.0
Depreciation,541000000.0,528000000.0,539000000.0,532000000.0
Other Cashflows From Investing Activities,-12000000.0,47000000.0,-26000000.0,-24000000.0
Dividends Paid,-620000000.0,-617000000.0,-620000000.0,-617000000.0
Change To Inventory,-47000000.0,-25000000.0,13000000.0,-31000000.0
Change To Account Receivables,-122000000.0,-150000000.0,-97000000.0,113000000.0
Other Cashflows From Financing Activities,-14000000.0,-6000000.0,-28000000.0,-8000000.0
Change To Netincome,172000000.0,98000000.0,236000000.0,1166000000.0
Capital Expenditures,-267000000.0,-372000000.0,-388000000.0,-523000000.0
Effect Of Exchange Rate,,2000000.0,2000000.0,3000000.0
