,2017-07-29,2018-07-28,2019-07-27,2020-07-25,2021-07-31,2022-07-30
Intangible Assets,2539000000.0,2552000000.0,2201000000.0,1576000000.0,3619000000.0,2569000000.0
Total Liab,63681000000.0,65580000000.0,64222000000.0,56933000000.0,56222000000.0,54229000000.0
Total Stockholder Equity,66137000000.0,43204000000.0,33571000000.0,37920000000.0,41275000000.0,39773000000.0
Other Current Liab,15149000000.0,16738000000.0,16111000000.0,16504000000.0,17081000000.0,18944000000.0
Total Assets,129818000000.0,108784000000.0,97793000000.0,94853000000.0,97497000000.0,94002000000.0
Common Stock,45253000000.0,42820000000.0,40266000000.0,41202000000.0,42346000000.0,39773000000.0
Other Current Assets,1593000000.0,1440000000.0,2373000000.0,2343000000.0,2880000000.0,4355000000.0
Retained Earnings,20838000000.0,1233000000.0,-5903000000.0,-2763000000.0,-654000000.0,
Other Liab,10373000000.0,18152000000.0,18035000000.0,19363000000.0,20116000000.0,20173000000.0
Good Will,29766000000.0,31706000000.0,33529000000.0,33806000000.0,38168000000.0,38304000000.0
Treasury Stock,46000000.0,-849000000.0,-792000000.0,-519000000.0,-417000000.0,
Other Assets,9403000000.0,8587000000.0,10244000000.0,12355000000.0,12316000000.0,14415000000.0
Cash,11708000000.0,8934000000.0,11750000000.0,11809000000.0,9175000000.0,7079000000.0
Total Current Liabilities,27583000000.0,27035000000.0,31712000000.0,25331000000.0,26257000000.0,25640000000.0
Deferred Long Term Asset Charges,4239000000.0,3219000000.0,4065000000.0,3990000000.0,4360000000.0,4449000000.0
Short Long Term Debt,4747000000.0,5248000000.0,5999000000.0,3005000000.0,2508000000.0,1099000000.0
Other Stockholder Equity,46000000.0,-849000000.0,-792000000.0,-519000000.0,-417000000.0,
Property Plant Equipment,3322000000.0,3006000000.0,2789000000.0,3374000000.0,3433000000.0,1997000000.0
Total Current Assets,83703000000.0,61837000000.0,47755000000.0,43573000000.0,39112000000.0,36717000000.0
Long Term Investments,1085000000.0,1096000000.0,1275000000.0,169000000.0,849000000.0,
Net Tangible Assets,33832000000.0,8946000000.0,-2159000000.0,2538000000.0,-512000000.0,-1100000000.0
Short Term Investments,58784000000.0,37614000000.0,21663000000.0,17610000000.0,15343000000.0,12188000000.0
Net Receivables,10002000000.0,12003000000.0,10586000000.0,10523000000.0,10146000000.0,10527000000.0
Long Term Debt,25725000000.0,20393000000.0,14475000000.0,11578000000.0,9018000000.0,8416000000.0
Inventory,1616000000.0,1846000000.0,1383000000.0,1282000000.0,1559000000.0,2568000000.0
Accounts Payable,1547000000.0,2063000000.0,2188000000.0,2359000000.0,2513000000.0,2281000000.0
