,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-109600000.0,-130600000.0,-52600000.0,-21200000.0
Change To Liabilities,8500000.0,110600000.0,1500000.0,-61300000.0
Total Cashflows From Investing Activities,-2254100000.0,-2384400000.0,-2494900000.0,-2806800000.0
Net Borrowings,864900000.0,782200000.0,925600000.0,1552700000.0
Total Cash From Financing Activities,161400000.0,26400000.0,85600000.0,601100000.0
Change To Operating Activities,154700000.0,212800000.0,92200000.0,-24400000.0
Issuance Of Stock,30800000.0,29100000.0,67000000.0,43800000.0
Net Income,1203700000.0,1059300000.0,1134000000.0,1199900000.0
Change In Cash,-14100000.0,87500000.0,-63800000.0,-9700000.0
Repurchase Of Stock,-71300000.0,-72400000.0,-140100000.0,-99200000.0
Total Cash From Operating Activities,2078600000.0,2445500000.0,2345500000.0,2196000000.0
Depreciation,798600000.0,845800000.0,926300000.0,975900000.0
Other Cashflows From Investing Activities,17000000.0,74100000.0,49100000.0,37400000.0
Dividends Paid,-656500000.0,-697300000.0,-744500000.0,-798000000.0
Change To Inventory,49300000.0,-8800000.0,-1500000.0,21200000.0
Change To Account Receivables,-86400000.0,23500000.0,98200000.0,16100000.0
Other Cashflows From Financing Activities,-6500000.0,-15200000.0,-22400000.0,-98200000.0
Change To Netincome,-49800000.0,202300000.0,94800000.0,68600000.0
Capital Expenditures,-1959500000.0,-2115700000.0,-2260800000.0,-2238800000.0
