,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Capital Surplus,4278500000.0,4250100000.0,4186600000.0,4143700000.0,4138100000.0
Total Liab,22098700000.0,23633100000.0,24697200000.0,26365600000.0,27875200000.0
Total Stockholder Equity,9461400000.0,9788900000.0,10113400000.0,10469700000.0,10913200000.0
Minority Interest,30400000.0,53800000.0,141200000.0,192800000.0,200100000.0
Deferred Long Term Liab,2803200000.0,3805100000.0,3506700000.0,3524100000.0,3264800000.0
Other Current Liab,553600000.0,464400000.0,548000000.0,520500000.0,680900000.0
Total Assets,31590500000.0,33475800000.0,34951800000.0,37028100000.0,38988500000.0
Common Stock,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0
Other Current Assets,35000000.0,77200000.0,68000000.0,63400000.0,253400000.0
Retained Earnings,5176800000.0,5538200000.0,5927700000.0,6329600000.0,6775100000.0
Other Liab,9482800000.0,10305500000.0,10300300000.0,10457000000.0,10598500000.0
Good Will,3053500000.0,3052800000.0,3052800000.0,3052800000.0,3052800000.0
Treasury Stock,2900000.0,-2600000.0,-4100000.0,-6800000.0,-3200000.0
Other Assets,3423100000.0,4509200000.0,4423100000.0,4394200000.0,4507200000.0
Cash,38900000.0,84500000.0,37500000.0,24800000.0,16300000.0
Total Current Liabilities,3869300000.0,3331700000.0,3182700000.0,4148100000.0,3753000000.0
Short Long Term Debt,842100000.0,360500000.0,696000000.0,784500000.0,169400000.0
Other Stockholder Equity,2900000.0,-2600000.0,-4100000.0,-6800000.0,-3200000.0
Property Plant Equipment,21347000000.0,22000900000.0,23661500000.0,25728100000.0,26982400000.0
Total Current Assets,2213500000.0,2247600000.0,2093600000.0,2083000000.0,2656700000.0
Long Term Investments,1553400000.0,1665300000.0,1720800000.0,1764300000.0,1789400000.0
Net Tangible Assets,6407900000.0,6736100000.0,7060600000.0,7411200000.0,7860400000.0
Net Receivables,1390600000.0,1280900000.0,1176500000.0,1202800000.0,1505700000.0
Long Term Debt,8746600000.0,9977500000.0,11168300000.0,11672800000.0,13523700000.0
Inventory,539000000.0,548200000.0,549800000.0,528600000.0,635800000.0
Accounts Payable,859900000.0,876400000.0,908100000.0,880700000.0,1005700000.0
Intangible Assets,,,,5700000.0,
