,2020-08-30,2020-11-22,2021-02-14,2021-05-09,2021-08-29,2021-11-21,2022-02-13,2022-05-08
Investments,-63000000.0,211000000.0,228000000.0,-286000000.0,-38000000.0,186000000.0,242000000.0,-176000000.0
Change To Liabilities,2832000000.0,2785000000.0,-2594000000.0,1065000000.0,582000000.0,3389000000.0,-2419000000.0,796000000.0
Total Cashflows From Investing Activities,-941000000.0,-682000000.0,-355000000.0,-1343000000.0,-1155000000.0,-912000000.0,-481000000.0,-1035000000.0
Net Borrowings,-1218000000.0,40000000.0,-107000000.0,68000000.0,134000000.0,-86000000.0,-724000000.0,-89000000.0
Total Cash From Financing Activities,-1918000000.0,-700000000.0,-4650000000.0,-419000000.0,-719000000.0,-839000000.0,-828000000.0,-676000000.0
Change To Operating Activities,194000000.0,464000000.0,-22000000.0,502000000.0,113000000.0,283000000.0,445000000.0,-211000000.0
Net Income,1389000000.0,1166000000.0,951000000.0,1220000000.0,1670000000.0,1324000000.0,1299000000.0,1353000000.0
Change In Cash,1451000000.0,1313000000.0,-4953000000.0,1589000000.0,1032000000.0,1493000000.0,-932000000.0,-626000000.0
Repurchase Of Stock,-87000000.0,-391000000.0,-106000000.0,-182000000.0,-129000000.0,-392000000.0,-82000000.0,-140000000.0
Effect Of Exchange Rate,68000000.0,48000000.0,14000000.0,18000000.0,-34000000.0,-14000000.0,-24000000.0,-142000000.0
Total Cash From Operating Activities,4242000000.0,2647000000.0,38000000.0,3333000000.0,2940000000.0,3258000000.0,401000000.0,1227000000.0
Depreciation,505000000.0,404000000.0,416000000.0,402000000.0,559000000.0,432000000.0,436000000.0,438000000.0
Other Cashflows From Investing Activities,4000000.0,-10000000.0,-10000000.0,-29000000.0,-23000000.0,-43000000.0,-5000000.0,-5000000.0
Dividends Paid,-619000000.0,-310000000.0,-310000000.0,-310000000.0,-698000000.0,-350000000.0,-351000000.0,-351000000.0
Change To Inventory,-1056000000.0,-2580000000.0,1100000000.0,-51000000.0,-361000000.0,-2760000000.0,438000000.0,-1311000000.0
Other Cashflows From Financing Activities,6000000.0,-39000000.0,-7000000.0,5000000.0,-26000000.0,-11000000.0,-22000000.0,-96000000.0
Change To Netincome,378000000.0,408000000.0,187000000.0,195000000.0,377000000.0,590000000.0,202000000.0,162000000.0
Capital Expenditures,-852000000.0,-893000000.0,-573000000.0,-1028000000.0,-1094000000.0,-1055000000.0,-723000000.0,-854000000.0
