,2020-08-30,2020-11-22,2021-02-14,2021-05-09,2021-08-29,2021-11-21,2022-02-13
Capital Surplus,6698000000.0,6725000000.0,6843000000.0,6921000000.0,7031000000.0,7064000000.0,7186000000.0
Total Liab,36851000000.0,44908000000.0,38789000000.0,40300000000.0,41190000000.0,45149000000.0,43102000000.0
Total Stockholder Equity,18284000000.0,14860000000.0,15652000000.0,16482000000.0,17564000000.0,18463000000.0,19418000000.0
Minority Interest,421000000.0,449000000.0,477000000.0,492000000.0,514000000.0,537000000.0,558000000.0
Other Current Liab,5317000000.0,10520000000.0,6413000000.0,6909000000.0,6309000000.0,7271000000.0,8311000000.0
Total Assets,55556000000.0,60217000000.0,54918000000.0,57274000000.0,59268000000.0,64149000000.0,63078000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,1023000000.0,1126000000.0,1255000000.0,1220000000.0,1312000000.0,1500000000.0,1552000000.0
Retained Earnings,12879000000.0,9232000000.0,9766000000.0,10466000000.0,11666000000.0,12606000000.0,13474000000.0
Other Liab,1278000000.0,2138000000.0,2052000000.0,2182000000.0,1435000000.0,2491000000.0,2311000000.0
Treasury Stock,-1297000000.0,-1101000000.0,-961000000.0,-909000000.0,-1137000000.0,-1211000000.0,-1246000000.0
Other Assets,1261000000.0,3048000000.0,3192000000.0,3306000000.0,1385000000.0,3509000000.0,3621000000.0
Cash,12277000000.0,13590000000.0,8637000000.0,10226000000.0,11258000000.0,12751000000.0,11819000000.0
Total Current Liabilities,24844000000.0,32667000000.0,26564000000.0,27982000000.0,29441000000.0,33342000000.0,31545000000.0
Other Stockholder Equity,-1297000000.0,-1101000000.0,-961000000.0,-909000000.0,-1137000000.0,-1211000000.0,-1246000000.0
Property Plant Equipment,25187000000.0,25073000000.0,25418000000.0,26052000000.0,27382000000.0,26790000000.0,26892000000.0
Total Current Assets,28120000000.0,32096000000.0,26308000000.0,27916000000.0,29505000000.0,33850000000.0,32565000000.0
Net Tangible Assets,17296000000.0,14860000000.0,15652000000.0,16482000000.0,16568000000.0,18463000000.0,19418000000.0
Short Term Investments,1028000000.0,833000000.0,617000000.0,900000000.0,917000000.0,725000000.0,477000000.0
Net Receivables,1550000000.0,1646000000.0,1934000000.0,1595000000.0,1803000000.0,1932000000.0,2232000000.0
Long Term Debt,7514000000.0,7529000000.0,7522000000.0,7495000000.0,6692000000.0,6667000000.0,6658000000.0
Inventory,12242000000.0,14901000000.0,13865000000.0,13975000000.0,14215000000.0,16942000000.0,16485000000.0
Accounts Payable,14172000000.0,17014000000.0,14383000000.0,15538000000.0,16278000000.0,19561000000.0,17089000000.0
Short Long Term Debt,95000000.0,96000000.0,95000000.0,92000000.0,799000000.0,799000000.0,
Good Will,988000000.0,,,,996000000.0,,
Deferred Long Term Asset Charges,406000000.0,,,,444000000.0,,
