,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,0.0,0.0,-56000000.0,0.0,0.0,0.0,476000000.0
Total Cashflows From Investing Activities,-77000000.0,-339000000.0,-10000000.0,-3364000000.0,-128000000.0,-93000000.0,546000000.0
Net Borrowings,-636000000.0,-1000000.0,2902000000.0,824000000.0,-753000000.0,-331000000.0,-501000000.0
Total Cash From Financing Activities,-762000000.0,-98000000.0,2771000000.0,924000000.0,-831000000.0,-270000000.0,-95000000.0
Change To Operating Activities,-100000000.0,-38000000.0,115000000.0,-843000000.0,178000000.0,-308000000.0,860000000.0
Net Income,313000000.0,249000000.0,-173000000.0,-82000000.0,1078000000.0,1618000000.0,-427000000.0
Change In Cash,-356000000.0,256000000.0,3212000000.0,-3356000000.0,335000000.0,1112000000.0,-911000000.0
Effect Of Exchange Rate,-1000000.0,-1000000.0,1000000.0,1000000.0,-3000000.0,-3000000.0,
Total Cash From Operating Activities,484000000.0,694000000.0,451000000.0,-917000000.0,1294000000.0,1478000000.0,-1362000000.0
Depreciation,155000000.0,169000000.0,140000000.0,340000000.0,177000000.0,223000000.0,232000000.0
Other Cashflows From Investing Activities,-28000000.0,-5000000.0,-11000000.0,-11000000.0,-16000000.0,-9000000.0,-5000000.0
Dividends Paid,-74000000.0,-73000000.0,-74000000.0,-80000000.0,-79000000.0,-80000000.0,-80000000.0
Other Cashflows From Financing Activities,-3000000.0,-24000000.0,-57000000.0,188000000.0,1000000.0,141000000.0,525000000.0
Change To Netincome,110000000.0,303000000.0,373000000.0,-343000000.0,-148000000.0,-65000000.0,-1219000000.0
Capital Expenditures,-50000000.0,-328000000.0,214000000.0,-63000000.0,-80000000.0,-76000000.0,-50000000.0
Issuance Of Stock,1000000.0,1000000.0,1000000.0,1000000.0,,,
Repurchase Of Stock,-50000000.0,-9000000.0,-9000000.0,-9000000.0,,,-39000000.0
Change To Inventory,27000000.0,27000000.0,27000000.0,,,,-61000000.0
Change To Account Receivables,,,,,,,-1232000000.0
Investments,2000000.0,,,,,,
