,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,183060000.0,177675000.0,172291000.0,166907000.0,161523000.0,156139000.0,150755000.0,,139987000.0
Capital Surplus,4217911000.0,4276667000.0,4352864000.0,4420902000.0,4477378000.0,4508807000.0,4567111000.0,4625780000.0,4688985000.0
Total Liab,867717000.0,916597000.0,949650000.0,933592000.0,968762000.0,1050174000.0,1163348000.0,,1233974000.0
Total Stockholder Equity,2344604000.0,2390833000.0,2611268000.0,2727844000.0,2935861000.0,3148657000.0,3770004000.0,,4085061000.0
Other Current Liab,124286000.0,101442000.0,109018000.0,137850000.0,129745000.0,136764000.0,109858000.0,127930000.0,103263000.0
Total Assets,3212321000.0,3307430000.0,3560918000.0,3661436000.0,3904623000.0,4198831000.0,4933352000.0,,5319035000.0
Common Stock,218000.0,219000.0,219000.0,220000.0,220000.0,221000.0,221000.0,221000.0,222000.0
Retained Earnings,-1861102000.0,-1876305000.0,-1726455000.0,-1672920000.0,-1523464000.0,-1341725000.0,-777874000.0,-739882000.0,-578450000.0
Other Liab,265331000.0,264123000.0,271694000.0,264364000.0,261099000.0,261135000.0,261800000.0,273601000.0,276143000.0
Good Will,155593000.0,155593000.0,155593000.0,155593000.0,155593000.0,155593000.0,155593000.0,,155593000.0
Treasury Stock,-12423000.0,-9748000.0,-15360000.0,-20358000.0,-18273000.0,-18646000.0,-19454000.0,-23047000.0,-25696000.0
Other Assets,65402000.0,64469000.0,62763000.0,64136000.0,57713000.0,57355000.0,535596000.0,533876000.0,499149000.0
Cash,1326730000.0,1497775000.0,1513008000.0,1669968000.0,1797582000.0,1999021000.0,2057440000.0,2256759000.0,2435381000.0
Total Current Liabilities,556513000.0,606202000.0,631195000.0,623881000.0,660324000.0,742712000.0,854308000.0,886163000.0,926674000.0
Deferred Long Term Asset Charges,,,2054000.0,,,,467538000.0,,434867000.0
Other Stockholder Equity,-12423000.0,-9748000.0,-15360000.0,-20358000.0,-18273000.0,-18646000.0,-19454000.0,-23047000.0,-25696000.0
Property Plant Equipment,481910000.0,527458000.0,588076000.0,622657000.0,689043000.0,713851000.0,751468000.0,,748677000.0
Total Current Assets,2077625000.0,2159425000.0,2359894000.0,2449969000.0,2620060000.0,2923797000.0,3118674000.0,3288091000.0,3625845000.0
Long Term Investments,248731000.0,222810000.0,222301000.0,202174000.0,220691000.0,192096000.0,221266000.0,,149784000.0
Net Tangible Assets,2005951000.0,2057565000.0,2283384000.0,2405344000.0,2618745000.0,2836925000.0,3463656000.0,,3789481000.0
Short Term Investments,262756000.0,237025000.0,288369000.0,292425000.0,283385000.0,285054000.0,290752000.0,287401000.0,287044000.0
Net Receivables,420250000.0,356182000.0,481994000.0,397357000.0,438170000.0,516689000.0,616300000.0,,682968000.0
Inventory,16335000.0,17012000.0,16425000.0,16700000.0,16675000.0,21303000.0,27904000.0,35457000.0,54502000.0
Accounts Payable,90909000.0,122512000.0,98767000.0,85058000.0,122100000.0,114509000.0,172110000.0,152547000.0,194770000.0
Short Long Term Debt,18588000.0,11900000.0,,,,,,,
