,2020-06-28,2020-09-27,2020-12-31,2021-03-28,2021-06-27,2021-09-26,2021-12-31,2022-03-27
Change To Liabilities,-1427000000.0,0.0,-428000000.0,733000000.0,-156000000.0,46000000.0,-159000000.0,1624000000.0
Total Cashflows From Investing Activities,-337000000.0,-993000000.0,-993000000.0,-169000000.0,-220000000.0,-230000000.0,-542000000.0,-251000000.0
Total Cash From Financing Activities,-978000000.0,-1239000000.0,-1239000000.0,-1806000000.0,-1236000000.0,-1725000000.0,-2849000000.0,-2880000000.0
Change To Operating Activities,-38000000.0,-1067000000.0,-1067000000.0,-66000000.0,-67000000.0,133000000.0,-267000000.0,-116000000.0
Net Income,1626000000.0,1698000000.0,1792000000.0,1837000000.0,1815000000.0,614000000.0,2049000000.0,1733000000.0
Change In Cash,867000000.0,-425000000.0,-425000000.0,-227000000.0,-188000000.0,-18000000.0,877000000.0,-1721000000.0
Repurchase Of Stock,-259000000.0,-1000000000.0,-1000000000.0,-1000000000.0,-500000000.0,-500000000.0,-2087000000.0,-2000000000.0
Total Cash From Operating Activities,2182000000.0,1807000000.0,1807000000.0,1748000000.0,1268000000.0,1937000000.0,4268000000.0,1410000000.0
Depreciation,307000000.0,197000000.0,197000000.0,336000000.0,334000000.0,329000000.0,190000000.0,329000000.0
Other Cashflows From Investing Activities,6000000.0,11000000.0,11000000.0,112000000.0,98000000.0,86000000.0,65000000.0,17000000.0
Dividends Paid,-671000000.0,-728000000.0,-728000000.0,-739000000.0,-721000000.0,-718000000.0,-762000000.0,-767000000.0
Change To Inventory,18000000.0,-252000000.0,-252000000.0,289000000.0,137000000.0,216000000.0,-78000000.0,-163000000.0
Change To Account Receivables,425000000.0,1345000000.0,1345000000.0,-1599000000.0,-914000000.0,-928000000.0,2422000000.0,-2115000000.0
Other Cashflows From Financing Activities,-29000000.0,-11000000.0,-11000000.0,-67000000.0,-15000000.0,-7000000.0,-113000000.0,-113000000.0
Change To Netincome,965000000.0,131000000.0,131000000.0,-83000000.0,387000000.0,1505000000.0,-54000000.0,-579000000.0
Capital Expenditures,-343000000.0,-722000000.0,-722000000.0,-281000000.0,-318000000.0,-316000000.0,-607000000.0,-268000000.0
Net Borrowings,-19000000.0,-500000000.0,-500000000.0,-500000000.0,-500000000.0,-500000000.0,,
