,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1615000.0,36006000.0,31379000.0,33608000.0,110358000.0
Capital Surplus,287256000.0,353335000.0,458315000.0,534744000.0,837924000.0
Total Liab,178273000.0,332161000.0,441011000.0,716109000.0,1649088000.0
Total Stockholder Equity,-9126000.0,7776000.0,272212000.0,483993000.0,430168000.0
Other Current Liab,23118000.0,41202000.0,93590000.0,64425000.0,109030000.0
Total Assets,169147000.0,339937000.0,713223000.0,1200102000.0,2079256000.0
Common Stock,1000.0,1000.0,1000.0,1000.0,1000.0
Retained Earnings,-295727000.0,-346302000.0,-185181000.0,-51186000.0,-405737000.0
Other Liab,54210000.0,103372000.0,129499000.0,161959000.0,245778000.0
Good Will,3664000.0,24783000.0,24783000.0,24783000.0,181254000.0
Treasury Stock,-656000.0,742000.0,-923000.0,434000.0,-2020000.0
Other Assets,8039000.0,36548000.0,119151000.0,147779000.0,200154000.0
Cash,29144000.0,106237000.0,251409000.0,679379000.0,119316000.0
Total Current Liabilities,91741000.0,147161000.0,199311000.0,534043000.0,439796000.0
Deferred Long Term Asset Charges,,,74531000.0,92904000.0,122470000.0
Short Long Term Debt,17429000.0,28155000.0,2884000.0,325967000.0,86052000.0
Other Stockholder Equity,-656000.0,742000.0,-923000.0,434000.0,-2020000.0
Property Plant Equipment,25383000.0,20298000.0,38253000.0,55868000.0,83987000.0
Total Current Assets,130446000.0,222302000.0,499657000.0,933064000.0,1462461000.0
Long Term Investments,,,,5000000.0,41042000.0
Net Tangible Assets,-14405000.0,-53013000.0,216050000.0,425602000.0,138556000.0
Net Receivables,65346000.0,92454000.0,160468000.0,200044000.0,359234000.0
Long Term Debt,32322000.0,81628000.0,102659000.0,4898000.0,951594000.0
Inventory,25999000.0,16267000.0,32056000.0,41764000.0,74400000.0
Accounts Payable,28747000.0,48794000.0,57474000.0,72609000.0,113767000.0
Other Current Assets,,,44700000.0,,
Short Term Investments,,,,,897335000.0
