,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-14000000.0,-4000000.0,-7000000.0,-1000000.0
Change To Liabilities,256000000.0,6000000.0,-42000000.0,-5000000.0
Total Cashflows From Investing Activities,-70000000.0,-180000000.0,-96000000.0,-100000000.0
Net Borrowings,-59000000.0,-106000000.0,4000000.0,-64000000.0
Total Cash From Financing Activities,-110000000.0,-169000000.0,-50000000.0,-131000000.0
Net Income,79000000.0,231000000.0,34000000.0,-397000000.0
Change In Cash,412000000.0,23000000.0,22000000.0,129000000.0
Effect Of Exchange Rate,15000000.0,44000000.0,13000000.0,32000000.0
Total Cash From Operating Activities,577000000.0,328000000.0,155000000.0,318000000.0
Depreciation,173000000.0,167000000.0,164000000.0,-71000000.0
Other Cashflows From Investing Activities,4000000.0,-8000000.0,3000000.0,1000000.0
Dividends Paid,-45000000.0,-59000000.0,-59000000.0,-17000000.0
Change To Inventory,-48000000.0,25000000.0,2000000.0,56000000.0
Change To Account Receivables,105000000.0,-126000000.0,-46000000.0,123000000.0
Other Cashflows From Financing Activities,-6000000.0,-4000000.0,-54000000.0,-50000000.0
Change To Netincome,12000000.0,25000000.0,43000000.0,381000000.0
Capital Expenditures,-80000000.0,-80000000.0,-93000000.0,-103000000.0
