,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,465000000.0,-161000000.0,-171000000.0,75000000.0
Change To Liabilities,-248000000.0,-145000000.0,302000000.0,188000000.0
Total Cashflows From Investing Activities,126000000.0,-611000000.0,-155000000.0,56000000.0
Net Borrowings,-1343000000.0,-1107000000.0,-393000000.0,768000000.0
Total Cash From Financing Activities,-3009000000.0,-2531000000.0,-1216000000.0,-90000000.0
Change To Operating Activities,-239000000.0,-39000000.0,19000000.0,68000000.0
Issuance Of Stock,263000000.0,29000000.0,15000000.0,5000000.0
Net Income,2321000000.0,3455000000.0,3308000000.0,2422000000.0
Change In Cash,-386000000.0,297000000.0,-142000000.0,2285000000.0
Repurchase Of Stock,-1214000000.0,-653000000.0,-113000000.0,-151000000.0
Effect Of Exchange Rate,58000000.0,-25000000.0,-1000000.0,25000000.0
Total Cash From Operating Activities,2439000000.0,3464000000.0,1230000000.0,2294000000.0
Depreciation,443000000.0,427000000.0,418000000.0,393000000.0
Other Cashflows From Investing Activities,7000000.0,-26000000.0,4000000.0,-7000000.0
Dividends Paid,-616000000.0,-599000000.0,-595000000.0,-600000000.0
Change To Inventory,-11544000000.0,-12185000000.0,-14215000000.0,-12170000000.0
Change To Account Receivables,-147000000.0,-389000000.0,-247000000.0,-68000000.0
Other Cashflows From Financing Activities,-99000000.0,-201000000.0,-130000000.0,-112000000.0
Change To Netincome,597000000.0,366000000.0,-1085000000.0,414000000.0
Capital Expenditures,-356000000.0,-345000000.0,-345000000.0,-324000000.0
